"Step","env: VSS - ep_info/Energy","env: VSS - ep_info/Energy__MIN","env: VSS - ep_info/Energy__MAX"
"215691","-123.8009929735619","-123.8009929735619","-123.8009929735619"
"215712","-259.98470309163883","-259.98470309163883","-259.98470309163883"
"215713","-195.05956699418988","-195.05956699418988","-195.05956699418988"
"215727","-64.83784645402861","-64.83784645402861","-64.83784645402861"
"215778","-130.50217428671704","-130.50217428671704","-130.50217428671704"
"215781","-262.16962837468196","-262.16962837468196","-262.16962837468196"
"215797","-158.67457405634303","-158.67457405634303","-158.67457405634303"
"215804","-106.91823010803314","-106.91823010803314","-106.91823010803314"
"215818","-73.17912517598197","-73.17912517598197","-73.17912517598197"
"215864","-104.07828700430859","-104.07828700430859","-104.07828700430859"
"215873","-90.07126173481451","-90.07126173481451","-90.07126173481451"
"215879","-125.93863580988146","-125.93863580988146","-125.93863580988146"
"215880","-98.0989152729306","-98.0989152729306","-98.0989152729306"
"215917","-165.84336519442834","-165.84336519442834","-165.84336519442834"
"215928","-65.35173580824248","-65.35173580824248","-65.35173580824248"
"216042","-116.9686702228989","-116.9686702228989","-116.9686702228989"
"216058","-162.2194388630295","-162.2194388630295","-162.2194388630295"
"216063","-124.76129096263499","-124.76129096263499","-124.76129096263499"
"216116","-33.45952971894071","-33.45952971894071","-33.45952971894071"
"216118","-264.2507420875429","-264.2507420875429","-264.2507420875429"
"216197","-171.60771710863423","-171.60771710863423","-171.60771710863423"
"216204","-86.05268742157325","-86.05268742157325","-86.05268742157325"
"216215","-77.77748621407345","-77.77748621407345","-77.77748621407345"
"216263","-188.33743458736825","-188.33743458736825","-188.33743458736825"
"216302","-175.853660030262","-175.853660030262","-175.853660030262"
"216307","-34.92597084077784","-34.92597084077784","-34.92597084077784"
"216317","-19.223344464881922","-19.223344464881922","-19.223344464881922"
"216348","-38.87855393799348","-38.87855393799348","-38.87855393799348"
"216461","-161.05554448234818","-161.05554448234818","-161.05554448234818"
"216493","-167.1861772955374","-167.1861772955374","-167.1861772955374"
"216506","-209.85424789489625","-209.85424789489625","-209.85424789489625"
"216546","-250.88316524667894","-250.88316524667894","-250.88316524667894"
"216564","-44.814176965467006","-44.814176965467006","-44.814176965467006"
"216611","-127.44688466729397","-127.44688466729397","-127.44688466729397"
"216614","-34.40292597040314","-34.40292597040314","-34.40292597040314"
"216630","-268.07559511362257","-268.07559511362257","-268.07559511362257"
"216704","-277.25923844419464","-277.25923844419464","-277.25923844419464"
"216717","-174.12172549083363","-174.12172549083363","-174.12172549083363"
"216799","-17.00232217672736","-17.00232217672736","-17.00232217672736"
"216821","-173.22746596045693","-173.22746596045693","-173.22746596045693"
"216868","-174.69512803507973","-174.69512803507973","-174.69512803507973"
"216876","-229.99067993316066","-229.99067993316066","-229.99067993316066"
"216893","-55.6068564053566","-55.6068564053566","-55.6068564053566"
"216924","-59.906935317457624","-59.906935317457624","-59.906935317457624"
"216926","-22.12679240702909","-22.12679240702909","-22.12679240702909"
"216928","-250.06072251280085","-250.06072251280085","-250.06072251280085"
"216956","-238.44144972682705","-238.44144972682705","-238.44144972682705"
"216992","-231.40157284618226","-231.40157284618226","-231.40157284618226"
"216995","-236.5990050053965","-236.5990050053965","-236.5990050053965"
"217002","-94.69984152927019","-94.69984152927019","-94.69984152927019"
"217024","-122.44561566722963","-122.44561566722963","-122.44561566722963"
"217090","-51.34168009707774","-51.34168009707774","-51.34168009707774"
"217116","-182.87960141075723","-182.87960141075723","-182.87960141075723"
"217141","-171.10709740549777","-171.10709740549777","-171.10709740549777"
"217164","-32.25279851062863","-32.25279851062863","-32.25279851062863"
"217169","-76.50127569996786","-76.50127569996786","-76.50127569996786"
"217222","-133.0551312872355","-133.0551312872355","-133.0551312872355"
"217298","-52.4568220322632","-52.4568220322632","-52.4568220322632"
"217316","-145.28457881718379","-145.28457881718379","-145.28457881718379"
"217340","-73.90834492394337","-73.90834492394337","-73.90834492394337"
"217376","-77.09998889736221","-77.09998889736221","-77.09998889736221"
"217378","-229.823177884237","-229.823177884237","-229.823177884237"
"217389","-157.45085234547014","-157.45085234547014","-157.45085234547014"
"217396","-42.187649226691484","-42.187649226691484","-42.187649226691484"
"217451","-144.04956299032347","-144.04956299032347","-144.04956299032347"
"217474","-44.05844757705338","-44.05844757705338","-44.05844757705338"
"217490","-132.90538982943067","-132.90538982943067","-132.90538982943067"
"217508","-162.2315908007647","-162.2315908007647","-162.2315908007647"
"217509","-240.4205641868684","-240.4205641868684","-240.4205641868684"
"217513","-52.130235077914136","-52.130235077914136","-52.130235077914136"
"217516","-190.84874846002324","-190.84874846002324","-190.84874846002324"
"217522","-169.67693726670672","-169.67693726670672","-169.67693726670672"
"217531","-64.52332223774452","-64.52332223774452","-64.52332223774452"
"217538","-125.24237594174177","-125.24237594174177","-125.24237594174177"
"217541","-115.60182578392957","-115.60182578392957","-115.60182578392957"
"217557","-104.71344735222803","-104.71344735222803","-104.71344735222803"
"217571","-43.34289355290014","-43.34289355290014","-43.34289355290014"
"217590","-136.80073050621232","-136.80073050621232","-136.80073050621232"
"217604","-38.29524857917229","-38.29524857917229","-38.29524857917229"
"217626","-88.79175281247508","-88.79175281247508","-88.79175281247508"
"217627","-245.4661374106131","-245.4661374106131","-245.4661374106131"
"217633","-195.6746511268827","-195.6746511268827","-195.6746511268827"
"217661","-214.0512289255975","-214.0512289255975","-214.0512289255975"
"217684","-121.0319038513396","-121.0319038513396","-121.0319038513396"
"217686","-82.42510474515223","-82.42510474515223","-82.42510474515223"
"217706","-67.27139798567941","-67.27139798567941","-67.27139798567941"
"217724","-157.89988891429562","-157.89988891429562","-157.89988891429562"
"217823","-124.26813805494503","-124.26813805494503","-124.26813805494503"
"217840","-237.359370226176","-237.359370226176","-237.359370226176"
"217855","-142.53626098810912","-142.53626098810912","-142.53626098810912"
"217859","-83.08265407967477","-83.08265407967477","-83.08265407967477"
"217873","-86.3191269538276","-86.3191269538276","-86.3191269538276"
"217877","-180.24868183688088","-180.24868183688088","-180.24868183688088"
"217913","-196.39003976157426","-196.39003976157426","-196.39003976157426"
"217931","-68.23982201078218","-68.23982201078218","-68.23982201078218"
"218019","-197.1739867918213","-197.1739867918213","-197.1739867918213"
"218027","-213.4110666216095","-213.4110666216095","-213.4110666216095"
"218047","-103.09933767560283","-103.09933767560283","-103.09933767560283"
"218080","-21.55099678763565","-21.55099678763565","-21.55099678763565"
"218128","-36.469447326960506","-36.469447326960506","-36.469447326960506"
"218146","-123.96069951163621","-123.96069951163621","-123.96069951163621"
"218193","-75.97201368031106","-75.97201368031106","-75.97201368031106"
"218221","-168.03932149277315","-168.03932149277315","-168.03932149277315"
"218262","-150.8636328230641","-150.8636328230641","-150.8636328230641"
"218270","-176.56226864483807","-176.56226864483807","-176.56226864483807"
"218289","-67.43566904153508","-67.43566904153508","-67.43566904153508"
"218311","-220.27579070233904","-220.27579070233904","-220.27579070233904"
"218364","-257.5420259760638","-257.5420259760638","-257.5420259760638"
"218395","-97.0706634605276","-97.0706634605276","-97.0706634605276"
"218410","-102.47985377463786","-102.47985377463786","-102.47985377463786"
"218419","-42.87574634642702","-42.87574634642702","-42.87574634642702"
"218424","-16.530857774505908","-16.530857774505908","-16.530857774505908"
"218458","-203.3587837477947","-203.3587837477947","-203.3587837477947"
"218465","-163.8688510876402","-163.8688510876402","-163.8688510876402"
"218478","-110.39624488063536","-110.39624488063536","-110.39624488063536"
"218520","-66.42542965553419","-66.42542965553419","-66.42542965553419"
"218546","-130.9181869655491","-130.9181869655491","-130.9181869655491"
"218555","-74.47623530023246","-74.47623530023246","-74.47623530023246"
"218644","-186.1599128470944","-186.1599128470944","-186.1599128470944"
"218647","-89.52358115403204","-89.52358115403204","-89.52358115403204"
"218657","-67.02997832747742","-67.02997832747742","-67.02997832747742"
"218662","-97.8125745589755","-97.8125745589755","-97.8125745589755"
"218685","-168.0301618700953","-168.0301618700953","-168.0301618700953"
"218737","-59.989999574984566","-59.989999574984566","-59.989999574984566"
"218740","-54.643920515477674","-54.643920515477674","-54.643920515477674"
"218781","-248.90619526730995","-248.90619526730995","-248.90619526730995"
"218794","-26.28164062496625","-26.28164062496625","-26.28164062496625"
"218832","-44.31713088930038","-44.31713088930038","-44.31713088930038"
"218869","-120.41523250409364","-120.41523250409364","-120.41523250409364"
"218918","-191.82580480937088","-191.82580480937088","-191.82580480937088"
"218943","-23.649349392299793","-23.649349392299793","-23.649349392299793"
"218971","-45.59359495891173","-45.59359495891173","-45.59359495891173"
"218993","-26.52528084914977","-26.52528084914977","-26.52528084914977"
"218994","-147.80142385300255","-147.80142385300255","-147.80142385300255"
"218999","-132.3250002786978","-132.3250002786978","-132.3250002786978"
"219020","-133.1604109102122","-133.1604109102122","-133.1604109102122"
"219041","-256.9034698557155","-256.9034698557155","-256.9034698557155"
"219067","-42.93107305892917","-42.93107305892917","-42.93107305892917"
"219088","-51.08829432057105","-51.08829432057105","-51.08829432057105"
"219096","-66.54456089078234","-66.54456089078234","-66.54456089078234"
"219097","-77.38268722584095","-77.38268722584095","-77.38268722584095"
"219098","-107.437381093483","-107.437381093483","-107.437381093483"
"219106","-208.10015628166357","-208.10015628166357","-208.10015628166357"
"219137","-232.5218780278434","-232.5218780278434","-232.5218780278434"
"219148","-190.579244577947","-190.579244577947","-190.579244577947"
"219152","-181.61641980806434","-181.61641980806434","-181.61641980806434"
"219162","-111.86886609608216","-111.86886609608216","-111.86886609608216"
"219177","-80.22566138133647","-80.22566138133647","-80.22566138133647"
"219178","-149.9453111513272","-149.9453111513272","-149.9453111513272"
"219231","-44.89143890283313","-44.89143890283313","-44.89143890283313"
"219239","-80.08870749450784","-80.08870749450784","-80.08870749450784"
"219257","-104.5030274797096","-104.5030274797096","-104.5030274797096"
"219264","-83.83137736751014","-83.83137736751014","-83.83137736751014"
"219323","-255.73876699119523","-255.73876699119523","-255.73876699119523"
"219343","-143.32057233601162","-143.32057233601162","-143.32057233601162"
"219383","-138.57079344081777","-138.57079344081777","-138.57079344081777"
"219418","-233.77284110789395","-233.77284110789395","-233.77284110789395"
"219422","-129.7644934251137","-129.7644934251137","-129.7644934251137"
"219444","-247.97058054476136","-247.97058054476136","-247.97058054476136"
"219458","-92.0486401717664","-92.0486401717664","-92.0486401717664"
"219481","-162.70654509320332","-162.70654509320332","-162.70654509320332"
"219507","-215.90853293626924","-215.90853293626924","-215.90853293626924"
"219519","-70.12681161346553","-70.12681161346553","-70.12681161346553"
"219552","-159.27375607394936","-159.27375607394936","-159.27375607394936"
"219579","-57.47119382000079","-57.47119382000079","-57.47119382000079"
"219603","-97.14894910912412","-97.14894910912412","-97.14894910912412"
"219631","-221.3820495881177","-221.3820495881177","-221.3820495881177"
"219682","-88.9978180473624","-88.9978180473624","-88.9978180473624"
"219736","-201.42369888787294","-201.42369888787294","-201.42369888787294"
"219740","-61.66990491085277","-61.66990491085277","-61.66990491085277"
"219743","-112.67320500789911","-112.67320500789911","-112.67320500789911"
"219765","-46.33833764173464","-46.33833764173464","-46.33833764173464"
"219793","-218.62010938035274","-218.62010938035274","-218.62010938035274"
"219840","-270.12194399341706","-270.12194399341706","-270.12194399341706"
"219881","-258.19738949234375","-258.19738949234375","-258.19738949234375"
"219948","-166.3530396389386","-166.3530396389386","-166.3530396389386"
"220001","-39.49885867033494","-39.49885867033494","-39.49885867033494"
"220003","-216.70122943004665","-216.70122943004665","-216.70122943004665"
"220079","-140.66581245478906","-140.66581245478906","-140.66581245478906"
"220097","-65.47612679218423","-65.47612679218423","-65.47612679218423"
"220126","-107.6651510770635","-107.6651510770635","-107.6651510770635"
"220177","-91.70012125761689","-91.70012125761689","-91.70012125761689"
"220187","-52.649651662289756","-52.649651662289756","-52.649651662289756"
"220190","-171.46151069594228","-171.46151069594228","-171.46151069594228"
"220213","-58.118221813774454","-58.118221813774454","-58.118221813774454"
"220235","-62.18500100083298","-62.18500100083298","-62.18500100083298"
"220238","-174.94038718971126","-174.94038718971126","-174.94038718971126"
"220267","-145.52387553107243","-145.52387553107243","-145.52387553107243"
"220275","-186.84204532823338","-186.84204532823338","-186.84204532823338"
"220276","-30.733362463395284","-30.733362463395284","-30.733362463395284"
"220295","-121.7333371734764","-121.7333371734764","-121.7333371734764"
"220312","-42.53672944257841","-42.53672944257841","-42.53672944257841"
"220324","-77.6304264257176","-77.6304264257176","-77.6304264257176"
"220329","-43.89538778327499","-43.89538778327499","-43.89538778327499"
"220347","-67.96685876963146","-67.96685876963146","-67.96685876963146"
"220406","-90.41452265407592","-90.41452265407592","-90.41452265407592"
"220466","-64.0788051847961","-64.0788051847961","-64.0788051847961"
"220471","-72.27183127687205","-72.27183127687205","-72.27183127687205"
"220474","-148.0277425904698","-148.0277425904698","-148.0277425904698"
"220492","-217.5410080038602","-217.5410080038602","-217.5410080038602"
"220507","-101.36502463813669","-101.36502463813669","-101.36502463813669"
"220511","-50.13527389692188","-50.13527389692188","-50.13527389692188"
"220518","-135.3953221275158","-135.3953221275158","-135.3953221275158"
"220596","-230.10505870983832","-230.10505870983832","-230.10505870983832"
"220608","-122.5475536711889","-122.5475536711889","-122.5475536711889"
"220612","-204.3255048370292","-204.3255048370292","-204.3255048370292"
"220618","-109.49564741414888","-109.49564741414888","-109.49564741414888"
"220667","-234.7403656863533","-234.7403656863533","-234.7403656863533"
"220680","-163.74033828375482","-163.74033828375482","-163.74033828375482"
"220691","-240.90616099122798","-240.90616099122798","-240.90616099122798"
"220693","-48.25922191752833","-48.25922191752833","-48.25922191752833"
"220712","-205.0574053980602","-205.0574053980602","-205.0574053980602"
"220752","-41.4889965016975","-41.4889965016975","-41.4889965016975"
"220769","-174.42094040069918","-174.42094040069918","-174.42094040069918"
"220779","-197.80028050707338","-197.80028050707338","-197.80028050707338"
"220793","-81.95335436441124","-81.95335436441124","-81.95335436441124"
"220798","-133.49425330964624","-133.49425330964624","-133.49425330964624"
"220813","-157.44121475667092","-157.44121475667092","-157.44121475667092"
"220871","-60.7094599584712","-60.7094599584712","-60.7094599584712"
"220904","-214.4592759110064","-214.4592759110064","-214.4592759110064"
"220918","-298.57859787190927","-298.57859787190927","-298.57859787190927"
"220935","-258.985104383526","-258.985104383526","-258.985104383526"
"220984","-138.29348869505418","-138.29348869505418","-138.29348869505418"
"221008","-169.15018781232808","-169.15018781232808","-169.15018781232808"
"221029","-45.657306089646035","-45.657306089646035","-45.657306089646035"
"221125","-220.07166144862958","-220.07166144862958","-220.07166144862958"
"221156","-50.60293543486114","-50.60293543486114","-50.60293543486114"
"221194","-252.27687731886104","-252.27687731886104","-252.27687731886104"
"221203","-186.75695745335747","-186.75695745335747","-186.75695745335747"
"221220","-251.56650078432332","-251.56650078432332","-251.56650078432332"
"221371","-46.82033897491692","-46.82033897491692","-46.82033897491692"
"221383","-161.4703791374497","-161.4703791374497","-161.4703791374497"
"221389","-261.93296335797805","-261.93296335797805","-261.93296335797805"
"221401","-59.86748848402613","-59.86748848402613","-59.86748848402613"
"221425","-192.21731072728193","-192.21731072728193","-192.21731072728193"
"221458","-75.95179213057574","-75.95179213057574","-75.95179213057574"
"221467","-141.23846331983884","-141.23846331983884","-141.23846331983884"
"221501","-79.89279601205308","-79.89279601205308","-79.89279601205308"
"221575","-156.89835272121041","-156.89835272121041","-156.89835272121041"
"221600","-197.0269193725457","-197.0269193725457","-197.0269193725457"
"221630","-29.203171313655456","-29.203171313655456","-29.203171313655456"
"221667","-49.31782165220926","-49.31782165220926","-49.31782165220926"
"221717","-27.649752951543412","-27.649752951543412","-27.649752951543412"
"221782","-163.36600643773994","-163.36600643773994","-163.36600643773994"
"221825","-135.72190779076547","-135.72190779076547","-135.72190779076547"
"221828","-57.87831994554634","-57.87831994554634","-57.87831994554634"
"221856","-45.9157956026474","-45.9157956026474","-45.9157956026474"
"221905","-125.72836579631625","-125.72836579631625","-125.72836579631625"
"221973","-173.73404262089466","-173.73404262089466","-173.73404262089466"
"221980","-18.56116319368038","-18.56116319368038","-18.56116319368038"
"221981","-186.25322912240634","-186.25322912240634","-186.25322912240634"
"222018","-176.54975823857538","-176.54975823857538","-176.54975823857538"
"222030","-201.36507585864334","-201.36507585864334","-201.36507585864334"
"222045","-37.557959989765656","-37.557959989765656","-37.557959989765656"
"222050","-46.830061793069056","-46.830061793069056","-46.830061793069056"
"222108","-184.71699254520323","-184.71699254520323","-184.71699254520323"
"222110","-285.7105850383886","-285.7105850383886","-285.7105850383886"
"222123","-46.113257663776906","-46.113257663776906","-46.113257663776906"
"222185","-151.98604176165915","-151.98604176165915","-151.98604176165915"
"222217","-65.52284362542096","-65.52284362542096","-65.52284362542096"
"222228","-157.78707982531003","-157.78707982531003","-157.78707982531003"
"222249","-154.86025837728656","-154.86025837728656","-154.86025837728656"
"222306","-137.74266052398707","-137.74266052398707","-137.74266052398707"
"222322","-109.76830370947488","-109.76830370947488","-109.76830370947488"
"222329","-126.11938934680028","-126.11938934680028","-126.11938934680028"
"222356","-76.87348445987261","-76.87348445987261","-76.87348445987261"
"222463","-47.85204186805914","-47.85204186805914","-47.85204186805914"
"222475","-73.77148878938557","-73.77148878938557","-73.77148878938557"
"222511","-54.6054759380776","-70.06799881501162","-39.14295306114359"
"222549","-35.12388180150023","-35.12388180150023","-35.12388180150023"
"222607","-264.25568357836596","-264.25568357836596","-264.25568357836596"
"222608","-117.03698147553308","-117.03698147553308","-117.03698147553308"
"222650","-125.62058904155016","-125.62058904155016","-125.62058904155016"
"222657","-73.41151334939111","-73.41151334939111","-73.41151334939111"
"222682","-75.49403077463735","-75.49403077463735","-75.49403077463735"
"222690","-110.0362409394349","-110.0362409394349","-110.0362409394349"
"222718","-175.52102508304256","-175.52102508304256","-175.52102508304256"
"222845","-261.39945785091635","-261.39945785091635","-261.39945785091635"
"222862","-230.3579190573945","-230.3579190573945","-230.3579190573945"
"222863","-256.00621787781347","-256.00621787781347","-256.00621787781347"
"222865","-68.75379945454456","-68.75379945454456","-68.75379945454456"
"222886","-89.42212822377101","-110.87534324022764","-67.96891320731437"
"222933","-167.55854711263063","-167.55854711263063","-167.55854711263063"
"222940","-130.73160160722122","-130.73160160722122","-130.73160160722122"
"222994","-35.00890051425145","-35.00890051425145","-35.00890051425145"
"223010","-58.41459264246754","-58.41459264246754","-58.41459264246754"
"223052","-129.0568211971772","-129.0568211971772","-129.0568211971772"
"223057","-56.68455110105473","-56.68455110105473","-56.68455110105473"
"223074","-227.89754588141713","-227.89754588141713","-227.89754588141713"
"223154","-188.83676828086118","-188.83676828086118","-188.83676828086118"
"223180","-103.81694760951613","-103.81694760951613","-103.81694760951613"
"223219","-69.3443785316119","-69.3443785316119","-69.3443785316119"
"223236","-31.334827424622755","-31.334827424622755","-31.334827424622755"
"223241","-94.80801730838438","-94.80801730838438","-94.80801730838438"
"223265","-17.065542266160122","-17.065542266160122","-17.065542266160122"
"223283","-207.30194794083818","-207.30194794083818","-207.30194794083818"
"223292","-122.51264155950172","-122.51264155950172","-122.51264155950172"
"223389","-227.35138593028063","-227.35138593028063","-227.35138593028063"
"223393","-38.53725640778597","-38.53725640778597","-38.53725640778597"
"223434","-165.16451128486315","-165.16451128486315","-165.16451128486315"
"223441","-56.80823812050575","-56.80823812050575","-56.80823812050575"
"223451","-192.54000543296937","-192.54000543296937","-192.54000543296937"
"223510","-65.42395604345538","-65.42395604345538","-65.42395604345538"
"223511","-59.467079357272794","-59.467079357272794","-59.467079357272794"
"223595","-172.00565565509484","-172.00565565509484","-172.00565565509484"
"223619","-145.17390463943548","-145.17390463943548","-145.17390463943548"
"223671","-159.30825804141483","-159.30825804141483","-159.30825804141483"
"223674","-40.22170469895592","-40.22170469895592","-40.22170469895592"
"223703","-240.33159092742721","-240.33159092742721","-240.33159092742721"
"223710","-109.43999121942062","-109.43999121942062","-109.43999121942062"
"223734","-75.60165384566132","-75.60165384566132","-75.60165384566132"
"223742","-68.7294845935349","-68.7294845935349","-68.7294845935349"
"223754","-82.06407498442317","-82.06407498442317","-82.06407498442317"
"223757","-120.72643607985978","-120.72643607985978","-120.72643607985978"
"223775","-227.6224947086287","-227.6224947086287","-227.6224947086287"
"223776","-72.80510158181715","-72.80510158181715","-72.80510158181715"
"223780","-164.34978939076402","-164.34978939076402","-164.34978939076402"
"223793","-79.83044997453253","-79.83044997453253","-79.83044997453253"
"223800","-83.86853120838781","-83.86853120838781","-83.86853120838781"
"223811","-76.47032051038804","-104.0439613185564","-48.89667970221968"
"223846","-141.18157156536333","-141.18157156536333","-141.18157156536333"
"223848","-76.45597737638441","-76.45597737638441","-76.45597737638441"
"223862","-41.58053618317331","-41.58053618317331","-41.58053618317331"
"223864","-39.8321099850547","-39.8321099850547","-39.8321099850547"
"223889","-118.63009621335284","-118.63009621335284","-118.63009621335284"
"223928","-105.88342194729285","-105.88342194729285","-105.88342194729285"
"223931","-150.28262356513721","-150.28262356513721","-150.28262356513721"
"223952","-127.34908296896575","-127.34908296896575","-127.34908296896575"
"223965","-56.88328247895706","-56.88328247895706","-56.88328247895706"
"224012","-75.33195939768528","-75.33195939768528","-75.33195939768528"
"224015","-150.4719609652953","-150.4719609652953","-150.4719609652953"
"224056","-72.63434476456634","-72.63434476456634","-72.63434476456634"
"224059","-98.52847298203086","-98.52847298203086","-98.52847298203086"
"224108","-111.94113305342148","-111.94113305342148","-111.94113305342148"
"224153","-69.6314931383901","-69.6314931383901","-69.6314931383901"
"224159","-245.9724035765688","-245.9724035765688","-245.9724035765688"
"224190","-152.8800853202104","-152.8800853202104","-152.8800853202104"
"224214","-27.918617468877294","-27.918617468877294","-27.918617468877294"
"224237","-194.63453522847766","-194.63453522847766","-194.63453522847766"
"224262","-99.32374446350411","-99.32374446350411","-99.32374446350411"
"224319","-120.17426507211795","-120.17426507211795","-120.17426507211795"
"224347","-76.09765737211383","-76.09765737211383","-76.09765737211383"
"224358","-31.41734027635343","-31.41734027635343","-31.41734027635343"
"224403","-217.51994914443898","-217.51994914443898","-217.51994914443898"
"224516","-150.30111879741773","-150.30111879741773","-150.30111879741773"
"224555","-231.62714258740226","-231.62714258740226","-231.62714258740226"
"224557","-205.65617595422503","-205.65617595422503","-205.65617595422503"
"224570","-172.02352749159255","-172.02352749159255","-172.02352749159255"
"224583","-259.29242256913","-259.29242256913","-259.29242256913"
"224616","-126.63667789336354","-126.63667789336354","-126.63667789336354"
"224680","-145.3899363315162","-145.3899363315162","-145.3899363315162"
"224709","-246.68457326347868","-246.68457326347868","-246.68457326347868"
"224711","-68.09965017061678","-68.09965017061678","-68.09965017061678"
"224723","-260.43030095151715","-260.43030095151715","-260.43030095151715"
"224749","-48.888796501092756","-48.888796501092756","-48.888796501092756"
"224803","-241.7661405056956","-241.7661405056956","-241.7661405056956"
"224814","-228.19881136499578","-228.19881136499578","-228.19881136499578"
"224854","-246.77970435252743","-246.77970435252743","-246.77970435252743"
"224864","-220.81874261287177","-220.81874261287177","-220.81874261287177"
"224881","-58.090218819083944","-58.090218819083944","-58.090218819083944"
"224906","-203.0096325195744","-203.0096325195744","-203.0096325195744"
"224926","-186.65662354899465","-186.65662354899465","-186.65662354899465"
"224948","-244.63567775539792","-244.63567775539792","-244.63567775539792"
"224952","-216.8970236724658","-216.8970236724658","-216.8970236724658"
"224987","-85.30315167585005","-85.30315167585005","-85.30315167585005"
"225002","-65.93751692108269","-65.93751692108269","-65.93751692108269"
"225021","-159.26995773784392","-159.26995773784392","-159.26995773784392"
"225116","-116.0527508543116","-116.0527508543116","-116.0527508543116"
"225121","-85.44225875267477","-85.44225875267477","-85.44225875267477"
"225122","-109.30630955128471","-109.30630955128471","-109.30630955128471"
"225146","-88.75530442868873","-88.75530442868873","-88.75530442868873"
"225204","-52.88768273306864","-52.88768273306864","-52.88768273306864"
"225240","-205.189463842656","-205.189463842656","-205.189463842656"
"225242","-272.63845847420276","-272.63845847420276","-272.63845847420276"
"225283","-46.261006624952785","-46.261006624952785","-46.261006624952785"
"225294","-76.04480020254697","-76.04480020254697","-76.04480020254697"
"225326","-195.23852448682277","-195.23852448682277","-195.23852448682277"
"225342","-219.61415985928048","-219.61415985928048","-219.61415985928048"
"225343","-59.741876987615605","-59.741876987615605","-59.741876987615605"
"225348","-78.17769646207508","-96.87393529612567","-59.481457628024486"
"225366","-101.00414187056813","-101.00414187056813","-101.00414187056813"
"225401","-47.26078919532339","-47.26078919532339","-47.26078919532339"
"225414","-209.8508470326999","-209.8508470326999","-209.8508470326999"
"225517","-23.781915080375494","-23.781915080375494","-23.781915080375494"
"225532","-144.91800240756066","-144.91800240756066","-144.91800240756066"
"225547","-79.60372606320331","-79.60372606320331","-79.60372606320331"
"225556","-238.75717160386665","-238.75717160386665","-238.75717160386665"
"225565","-255.40090418282563","-255.40090418282563","-255.40090418282563"
"225642","-115.00841741922628","-115.00841741922628","-115.00841741922628"
"225654","-28.753408296178815","-28.753408296178815","-28.753408296178815"
"225683","-236.74714563986277","-236.74714563986277","-236.74714563986277"
"225726","-44.76598988904459","-44.76598988904459","-44.76598988904459"
"225730","-184.88726915556612","-184.88726915556612","-184.88726915556612"
"225748","-167.61168749380903","-167.61168749380903","-167.61168749380903"
"225802","-212.952013041213","-212.952013041213","-212.952013041213"
"225828","-53.63166277354465","-53.63166277354465","-53.63166277354465"
"225840","-204.1514877959963","-204.1514877959963","-204.1514877959963"
"225864","-268.94494081361364","-268.94494081361364","-268.94494081361364"
"225876","-131.02790563644572","-131.02790563644572","-131.02790563644572"
"225901","-185.9605702119827","-185.9605702119827","-185.9605702119827"
"225943","-143.72042058455307","-143.72042058455307","-143.72042058455307"
"225946","-209.24521742882123","-209.24521742882123","-209.24521742882123"
"225947","-253.1563178396865","-253.1563178396865","-253.1563178396865"
"225999","-235.04562860028332","-235.04562860028332","-235.04562860028332"
"226062","-156.81183289021683","-156.81183289021683","-156.81183289021683"
"226078","-195.00215213922044","-195.00215213922044","-195.00215213922044"
"226089","-161.59210380147272","-161.59210380147272","-161.59210380147272"
"226094","-240.20207829391921","-240.20207829391921","-240.20207829391921"
"226106","-26.152458766649577","-26.152458766649577","-26.152458766649577"
"226208","-48.52005933958652","-48.52005933958652","-48.52005933958652"
"226221","-109.31696912922654","-109.31696912922654","-109.31696912922654"
"226259","-218.07603912771995","-218.07603912771995","-218.07603912771995"
"226289","-114.15303608627796","-114.15303608627796","-114.15303608627796"
"226304","-127.1633109267708","-127.1633109267708","-127.1633109267708"
"226309","-228.91940833202642","-228.91940833202642","-228.91940833202642"
"226312","-78.28122548765188","-78.28122548765188","-78.28122548765188"
"226346","-228.83036820968135","-228.83036820968135","-228.83036820968135"
"226352","-56.875121126134395","-56.875121126134395","-56.875121126134395"
"226379","-113.92236718524931","-113.92236718524931","-113.92236718524931"
"226386","-45.385489992187686","-45.385489992187686","-45.385489992187686"
"226401","-16.057497027112365","-16.057497027112365","-16.057497027112365"
"226416","-77.5426652828677","-77.5426652828677","-77.5426652828677"
"226426","-51.35519100276736","-51.35519100276736","-51.35519100276736"
"226428","-55.525397693382715","-55.525397693382715","-55.525397693382715"
"226452","-87.93690595550218","-87.93690595550218","-87.93690595550218"
"226476","-148.19194488968466","-148.19194488968466","-148.19194488968466"
"226485","-217.12329056072417","-217.12329056072417","-217.12329056072417"
"226489","-103.90561137824861","-108.00214774803479","-99.80907500846243"
"226493","-231.58205109160096","-231.58205109160096","-231.58205109160096"
"226514","-93.74773697833278","-93.74773697833278","-93.74773697833278"
"226574","-121.62654078855434","-121.62654078855434","-121.62654078855434"
"226582","-185.49513128115595","-185.49513128115595","-185.49513128115595"
"226611","-100.38436911782779","-100.38436911782779","-100.38436911782779"
"226632","-44.780624885212276","-44.780624885212276","-44.780624885212276"
"226646","-65.91694843315872","-65.91694843315872","-65.91694843315872"
"226709","-273.72140086211454","-273.72140086211454","-273.72140086211454"
