"Step","env: VSS - ep_info/Goal","env: VSS - ep_info/Goal__MIN","env: VSS - ep_info/Goal__MAX"
"18944","0","0","0"
"18950","0","0","0"
"18959","0","0","0"
"18963","0","0","0"
"18981","0","0","0"
"18986","0","0","0"
"18993","0","0","0"
"19004","0","0","0"
"19027","0","0","0"
"19033","0","0","0"
"19053","0","0","0"
"19057","-1","-1","-1"
"19078","0","0","0"
"19083","0","0","0"
"19129","0","0","0"
"19137","0","0","0"
"19150","0","0","0"
"19152","0","0","0"
"19158","-1","-1","-1"
"19167","0","0","0"
"19193","0","0","0"
"19199","0","0","0"
"19238","-1","-1","-1"
"19255","0","0","0"
"19290","0","0","0"
"19297","0","0","0"
"19300","0","0","0"
"19307","0","0","0"
"19317","0","0","0"
"19338","0","0","0"
"19340","0","0","0"
"19347","0","0","0"
"19359","0","0","0"
"19363","0","0","0"
"19371","0","0","0"
"19378","0","0","0"
"19379","0","0","0"
"19389","0","0","0"
"19393","0","0","0"
"19403","-1","-1","-1"
"19426","0","0","0"
"19427","0","0","0"
"19433","0","0","0"
"19436","0","0","0"
"19443","1","1","1"
"19457","0","0","0"
"19478","0","0","0"
"19505","0","0","0"
"19522","0","0","0"
"19527","0","0","0"
"19534","0","0","0"
"19546","0","0","0"
"19552","0","0","0"
"19558","0","0","0"
"19567","0","0","0"
"19599","0","0","0"
"19621","0","0","0"
"19635","0","0","0"
"19638","0","0","0"
"19649","0","0","0"
"19655","0","0","0"
"19688","0","0","0"
"19695","0","0","0"
"19697","0","0","0"
"19717","0","0","0"
"19740","0","0","0"
"19759","0","0","0"
"19778","0","0","0"
"19779","0","0","0"
"19781","0","0","0"
"19793","0","0","0"
"19804","0","0","0"
"19827","0","0","0"
"19833","0","0","0"
"19836","0","0","0"
"19862","0","0","0"
"19897","1","1","1"
"19927","0","0","0"
"19950","0","0","0"
"19952","0","0","0"
"19981","-1","-1","-1"
"20020","0","0","0"
"20024","0","0","0"
"20035","0","0","0"
"20036","0","0","0"
"20038","0","0","0"
"20049","0","0","0"
"20055","0","0","0"
"20088","0","0","0"
"20090","0","0","0"
"20092","0","0","0"
"20095","0","0","0"
"20100","0","0","0"
"20117","0","0","0"
"20131","0","0","0"
"20135","0","0","0"
"20138","0","0","0"
"20140","0","0","0"
"20144","0","0","0"
"20147","0","0","0"
"20159","0","0","0"
"20172","0","0","0"
"20189","0","0","0"
"20213","0","0","0"
"20233","0","0","0"
"20257","0","0","0"
"20270","0","0","0"
"20287","0","0","0"
"20292","0","0","0"
"20295","1","1","1"
"20297","0","0","0"
"20305","0","0","0"
"20322","0","0","0"
"20327","0","0","0"
"20329","0","0","0"
"20335","0","0","0"
"20341","0","0","0"
"20342","0","0","0"
"20346","0","0","0"
"20350","0","0","0"
"20352","0","0","0"
"20375","-1","-1","-1"
"20381","0","0","0"
"20393","0","0","0"
"20399","0","0","0"
"20421","0","0","0"
"20424","0","0","0"
"20433","0","0","0"
"20436","0","0","0"
"20469","0","0","0"
"20488","0","0","0"
"20490","0","0","0"
"20496","0","0","0"
"20497","0","0","0"
"20500","0","0","0"
"20507","0","0","0"
"20512","0","0","0"
"20517","0","0","0"
"20527","0","0","0"
"20531","0","0","0"
"20540","0","0","0"
"20544","0","0","0"
"20559","-1","-1","-1"
"20576","0","0","0"
"20586","0","0","0"
"20591","1","1","1"
"20593","0","0","0"
"20636","0","0","0"
"20662","0","0","0"
"20692","0","0","0"
"20695","0","0","0"
"20697","0","0","0"
"20705","0","0","0"
"20722","0","0","0"
"20734","0","0","0"
"20741","0","0","0"
"20746","0","0","0"
"20750","0","0","0"
"20752","0","0","0"
"20758","0","0","0"
"20765","0","0","0"
"20767","0","0","0"
"20781","0","0","0"
"20793","0","0","0"
"20799","0","0","0"
"20820","0","0","0"
"20833","0","0","0"
"20869","0","0","0"
"20888","0","0","0"
"20889","-1","-1","-1"
"20890","0","0","0"
"20895","0","0","0"
"20917","0","0","0"
"20931","0","0","0"
"20938","0","0","0"
"20940","0","0","0"
"20942","0","0","0"
"20947","0","0","0"
"20959","0","0","0"
"20971","0","0","0"
"20976","0","0","0"
"20986","0","0","0"
"20993","0","0","0"
"21003","0","0","0"
"21013","0","0","0"
"21026","0","0","0"
"21033","0","0","0"
"21034","0","0","0"
"21050","0","0","0"
"21062","0","0","0"
"21064","0","0","0"
"21074","0","0","0"
"21078","0","0","0"
"21083","0","0","0"
"21101","0","0","0"
