"Step","env: QLUNARLANDER - ep_info/Goal","env: QLUNARLANDER - ep_info/Goal__MIN","env: QLUNARLANDER - ep_info/Goal__MAX"
"2067","-1","-1","-1"
"2071","-1","-1","-1"
"2075","-1","-1","-1"
"2076","-1","-1","-1"
"2081","-1","-1","-1"
"2083","-1","-1","-1"
"2084","-1","-1","-1"
"2086","-1","-1","-1"
"2091","-1","-1","-1"
"2092","-1","-1","-1"
"2097","-1","-1","-1"
"2102","-1","-1","-1"
"2107","-1","-1","-1"
"2110","-1","-1","-1"
"2111","-1","-1","-1"
"2114","-1","-1","-1"
"2117","-1","-1","-1"
"2120","-1","-1","-1"
"2125","-1","-1","-1"
"2126","-1","-1","-1"
"2130","-1","-1","-1"
"2135","-1","-1","-1"
"2136","-1","-1","-1"
"2139","-1","-1","-1"
"2140","-1","-1","-1"
"2143","-1","-1","-1"
"2145","-1","-1","-1"
"2146","-1","-1","-1"
"2148","-1","-1","-1"
"2150","-1","-1","-1"
"2151","-1","-1","-1"
"2154","-1","-1","-1"
"2156","-1","-1","-1"
"2159","-1","-1","-1"
"2162","-1","-1","-1"
"2165","-1","-1","-1"
"2166","-1","-1","-1"
"2170","-1","-1","-1"
"2183","-1","-1","-1"
"2186","-1","-1","-1"
"2190","-1","-1","-1"
"2191","-1","-1","-1"
"2195","-1","-1","-1"
"2196","-1","-1","-1"
"2197","-1","-1","-1"
"2201","-1","-1","-1"
"2204","-1","-1","-1"
"2205","-1","-1","-1"
"2206","-1","-1","-1"
"2209","-1","-1","-1"
"2212","-1","-1","-1"
"2213","-1","-1","-1"
"2214","-1","-1","-1"
"2216","-1","-1","-1"
"2219","-1","-1","-1"
"2220","-1","-1","-1"
"2221","-1","-1","-1"
"2222","-1","-1","-1"
"2224","-1","-1","-1"
"2225","-1","-1","-1"
"2233","-1","-1","-1"
"2238","-1","-1","-1"
"2239","-1","-1","-1"
"2240","-1","-1","-1"
"2246","-1","-1","-1"
"2248","-1","-1","-1"
"2254","-1","-1","-1"
"2263","-1","-1","-1"
"2264","-1","-1","-1"
"2266","-1","-1","-1"
"2267","-1","-1","-1"
"2274","-1","-1","-1"
"2275","-1","-1","-1"
"2276","-1","-1","-1"
"2278","-1","-1","-1"
"2279","-1","-1","-1"
"2283","-1","-1","-1"
"2286","-1","-1","-1"
"2288","-1","-1","-1"
"2293","-1","-1","-1"
"2295","-1","-1","-1"
"2297","-1","-1","-1"
"2301","-1","-1","-1"
"2303","-1","-1","-1"
"2311","-1","-1","-1"
"2312","-1","-1","-1"
"2313","-1","-1","-1"
"2329","-1","-1","-1"
"2330","-1","-1","-1"
"2332","-1","-1","-1"
"2334","-1","-1","-1"
"2335","-1","-1","-1"
"2337","-1","-1","-1"
"2339","-1","-1","-1"
"2344","-1","-1","-1"
"2346","-1","-1","-1"
"2347","-1","-1","-1"
"2348","-1","-1","-1"
"2349","-1","-1","-1"
"2351","-1","-1","-1"
"2355","-1","-1","-1"
"2358","-1","-1","-1"
"2359","-1","-1","-1"
"2362","-1","-1","-1"
"2365","-1","-1","-1"
"2368","-1","-1","-1"
"2373","-1","-1","-1"
"2376","-1","-1","-1"
"2377","-1","-1","-1"
"2380","-1","-1","-1"
"2384","-1","-1","-1"
"2387","-1","-1","-1"
"2393","-1","-1","-1"
