"Step","env: QLUNARLANDER - ep_info/Goal","env: QLUNARLANDER - ep_info/Goal__MIN","env: QLUNARLANDER - ep_info/Goal__MAX"
"1192","-1","-1","-1"
"1194","-1","-1","-1"
"1195","-1","-1","-1"
"1196","-1","-1","-1"
"1199","-1","-1","-1"
"1200","-1","-1","-1"
"1201","-1","-1","-1"
"1202","-1","-1","-1"
"1204","-1","-1","-1"
"1205","-1","-1","-1"
"1206","-1","-1","-1"
"1207","-1","-1","-1"
"1208","-1","-1","-1"
"1211","-1","-1","-1"
"1212","-1","-1","-1"
"1214","-1","-1","-1"
"1215","-1","-1","-1"
"1216","-1","-1","-1"
"1217","-1","-1","-1"
"1218","-1","-1","-1"
"1220","-1","-1","-1"
"1221","-1","-1","-1"
"1223","-1","-1","-1"
"1224","-1","-1","-1"
"1227","-1","-1","-1"
"1229","-1","-1","-1"
"1230","-1","-1","-1"
"1232","-1","-1","-1"
"1233","-1","-1","-1"
"1234","-1","-1","-1"
"1235","-1","-1","-1"
"1236","-1","-1","-1"
"1239","-1","-1","-1"
"1241","-1","-1","-1"
"1242","-1","-1","-1"
"1244","-1","-1","-1"
"1245","-1","-1","-1"
"1246","-1","-1","-1"
"1248","-1","-1","-1"
"1251","-1","-1","-1"
"1253","-1","-1","-1"
"1254","-1","-1","-1"
"1255","-1","-1","-1"
"1257","-1","-1","-1"
"1259","-1","-1","-1"
"1261","-1","-1","-1"
"1263","-1","-1","-1"
"1268","-1","-1","-1"
"1269","-1","-1","-1"
"1270","-1","-1","-1"
"1271","-1","-1","-1"
"1272","-1","-1","-1"
"1274","-1","-1","-1"
"1275","-1","-1","-1"
"1276","-1","-1","-1"
"1277","-1","-1","-1"
"1278","-1","-1","-1"
"1280","-1","-1","-1"
"1281","-1","-1","-1"
"1282","-1","-1","-1"
"1283","-1","-1","-1"
"1284","-1","-1","-1"
"1285","-1","-1","-1"
"1288","-1","-1","-1"
"1289","-1","-1","-1"
"1291","-1","-1","-1"
"1292","-1","-1","-1"
"1294","-1","-1","-1"
"1295","-1","-1","-1"
"1298","-1","-1","-1"
"1299","-1","-1","-1"
"1300","-1","-1","-1"
"1301","-1","-1","-1"
"1303","-1","-1","-1"
"1305","-1","-1","-1"
"1308","-1","-1","-1"
"1312","-1","-1","-1"
"1313","-1","-1","-1"
"1314","-1","-1","-1"
"1315","-1","-1","-1"
"1316","-1","-1","-1"
"1317","-1","-1","-1"
"1318","-1","-1","-1"
"1321","-1","-1","-1"
"1322","-1","-1","-1"
"1323","-1","-1","-1"
"1324","-1","-1","-1"
"1325","-1","-1","-1"
"1326","-1","-1","-1"
"1330","-1","-1","-1"
"1331","-1","-1","-1"
"1332","-1","-1","-1"
"1336","-1","-1","-1"
"1338","-1","-1","-1"
"1340","-1","-1","-1"
"1341","-1","-1","-1"
"1342","-1","-1","-1"
"1344","-1","-1","-1"
"1346","-1","-1","-1"
"1347","-1","-1","-1"
