"Step","setup: Dylam - ep_info/total","setup: Dylam - ep_info/total__MIN","setup: Dylam - ep_info/total__MAX","setup: Drq - ep_info/total","setup: Drq - ep_info/total__MIN","setup: Drq - ep_info/total__MAX","setup: Decq - ep_info/total","setup: Decq - ep_info/total__MIN","setup: Decq - ep_info/total__MAX","setup: Baseline - ep_info/total","setup: Baseline - ep_info/total__MIN","setup: Baseline - ep_info/total__MAX"
"1841","200","200","200","130","130","130","81","0","130","127","100","130"
"1842","200","200","200","130","130","130","81","0","130","127","100","130"
"1843","200","200","200","130","130","130","84","0","130","127","100","130"
"1844","200","200","200","130","130","130","91","0","130","127","100","130"
"1845","200","200","200","130","130","130","68","0","130","127","100","130"
"1846","200","200","200","130","130","130","111","0","130","127","100","130"
"1847","200","200","200","130","130","130","104","0","130","127","100","130"
"1848","200","200","200","130","130","130","81","0","130","127","100","130"
"1849","200","200","200","130","130","130","54","30","130","127","100","130"
"1850","200","200","200","130","130","130","88","0","130","127","100","130"
"1851","200","200","200","130","130","130","101","0","130","127","100","130"
"1852","200","200","200","130","130","130","104","0","130","127","100","130"
"1853","200","200","200","130","130","130","94","30","130","127","100","130"
"1854","200","200","200","130","130","130","84","0","130","127","100","130"
"1855","200","200","200","130","130","130","101","0","130","127","100","130"
"1856","200","200","200","130","130","130","81","0","130","127","100","130"
"1857","200","200","200","130","130","130","101","0","130","127","100","130"
"1858","200","200","200","130","130","130","104","30","130","127","100","130"
"1859","200","200","200","130","130","130","94","0","130","127","100","130"
"1860","200","200","200","130","130","130","81","0","130","127","100","130"
"1861","200","200","200","130","130","130","71","0","130","127","100","130"
"1862","200","200","200","130","130","130","124","100","130","127","100","130"
"1863","200","200","200","130","130","130","114","30","130","127","100","130"
"1864","200","200","200","130","130","130","64","0","130","127","100","130"
"1865","200","200","200","130","130","130","94","30","130","127","100","130"
"1866","200","200","200","130","130","130","81","0","130","127","100","130"
"1867","200","200","200","130","130","130","81","0","130","127","100","130"
"1868","200","200","200","130","130","130","78","0","130","127","100","130"
"1869","200","200","200","130","130","130","84","0","130","127","100","130"
"1870","200","200","200","130","130","130","91","0","130","127","100","130"
"1871","200","200","200","130","130","130","71","0","130","127","100","130"
"1872","200","200","200","130","130","130","81","0","130","127","100","130"
"1873","200","200","200","130","130","130","98","0","130","127","100","130"
"1874","200","200","200","130","130","130","91","0","130","127","100","130"
"1875","200","200","200","130","130","130","51","0","130","127","100","130"
"1876","200","200","200","130","130","130","104","0","130","127","100","130"
"1877","200","200","200","130","130","130","104","30","130","127","100","130"
"1878","200","200","200","130","130","130","94","30","130","127","100","130"
"1879","200","200","200","130","130","130","68","0","130","127","100","130"
"1880","200","200","200","130","130","130","104","0","130","127","100","130"
"1881","200","200","200","130","130","130","114","0","130","127","100","130"
"1882","200","200","200","130","130","130","101","0","130","127","100","130"
"1883","200","200","200","130","130","130","111","0","130","127","100","130"
"1884","200","200","200","130","130","130","101","0","130","127","100","130"
"1885","200","200","200","130","130","130","68","0","130","127","100","130"
"1886","200","200","200","130","130","130","88","0","130","127","100","130"
"1887","200","200","200","130","130","130","84","30","130","127","100","130"
"1888","200","200","200","130","130","130","114","30","130","127","100","130"
"1889","200","200","200","130","130","130","84","30","130","127","100","130"
"1890","200","200","200","127","100","130","114","30","130","127","100","130"
"1891","200","200","200","130","130","130","101","0","130","127","100","130"
"1892","200","200","200","130","130","130","61","0","130","127","100","130"
"1893","200","200","200","130","130","130","94","0","130","127","100","130"
"1894","200","200","200","130","130","130","94","30","130","127","100","130"
"1895","200","200","200","130","130","130","78","0","130","127","100","130"
"1896","200","200","200","130","130","130","71","0","130","127","100","130"
"1897","200","200","200","130","130","130","71","0","130","127","100","130"
"1898","200","200","200","130","130","130","124","100","130","127","100","130"
"1899","200","200","200","130","130","130","104","0","130","127","100","130"
"1900","200","200","200","130","130","130","81","0","130","127","100","130"
"1901","200","200","200","130","130","130","84","0","130","127","100","130"
"1902","200","200","200","130","130","130","84","30","130","127","100","130"
"1903","200","200","200","130","130","130","78","0","130","127","100","130"
"1904","200","200","200","130","130","130","111","0","130","127","100","130"
"1905","200","200","200","130","130","130","78","0","130","127","100","130"
"1906","200","200","200","130","130","130","104","30","130","127","100","130"
"1907","200","200","200","130","130","130","104","0","130","127","100","130"
"1908","200","200","200","130","130","130","114","30","130","127","100","130"
"1909","200","200","200","130","130","130","91","0","130","127","100","130"
"1910","200","200","200","130","130","130","101","0","130","127","100","130"
"1911","200","200","200","130","130","130","124","100","130","127","100","130"
"1912","200","200","200","130","130","130","81","0","130","127","100","130"
"1913","200","200","200","130","130","130","81","0","130","127","100","130"
"1914","200","200","200","130","130","130","84","0","130","127","100","130"
"1915","200","200","200","130","130","130","104","30","130","127","100","130"
"1916","200","200","200","130","130","130","111","0","130","127","100","130"
"1917","200","200","200","130","130","130","94","30","130","127","100","130"
"1918","200","200","200","130","130","130","74","0","130","127","100","130"
"1919","200","200","200","130","130","130","71","0","130","127","100","130"
"1920","200","200","200","130","130","130","84","30","130","127","100","130"
"1921","200","200","200","130","130","130","84","0","130","127","100","130"
"1922","200","200","200","130","130","130","84","0","130","127","100","130"
"1923","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1924","200","200","200","130","130","130","84","30","130","127","100","130"
"1925","200","200","200","130","130","130","81","0","130","127","100","130"
"1926","200","200","200","130","130","130","88","0","130","127","100","130"
"1927","200","200","200","130","130","130","81","0","130","127","100","130"
"1928","200","200","200","130","130","130","124","100","130","127","100","130"
"1929","200","200","200","130","130","130","84","0","130","127","100","130"
"1930","200","200","200","130","130","130","84","30","130","127","100","130"
"1931","200","200","200","130","130","130","111","0","130","127","100","130"
"1932","200","200","200","130","130","130","101","0","130","127","100","130"
"1933","200","200","200","130","130","130","84","0","130","127","100","130"
"1934","200","200","200","130","130","130","84","30","130","127","100","130"
"1935","200","200","200","130","130","130","81","0","130","127","100","130"
"1936","200","200","200","130","130","130","84","0","130","127","100","130"
"1937","200","200","200","130","130","130","94","30","130","127","100","130"
"1938","200","200","200","130","130","130","101","0","130","127","100","130"
"1939","200","200","200","130","130","130","101","0","130","127","100","130"
"1940","200","200","200","130","130","130","114","30","130","127","100","130"
"1941","200","200","200","130","130","130","104","30","130","127","100","130"
"1942","200","200","200","130","130","130","114","30","130","127","100","130"
"1943","200","200","200","130","130","130","111","0","130","127","100","130"
"1944","200","200","200","130","130","130","64","0","130","127","100","130"
"1945","200","200","200","130","130","130","84","0","130","127","100","130"
"1946","200","200","200","130","130","130","71","0","130","127","100","130"
"1947","200","200","200","130","130","130","91","0","130","127","100","130"
"1948","200","200","200","130","130","130","91","0","130","127","100","130"
"1949","200","200","200","130","130","130","84","30","130","127","100","130"
"1950","200","200","200","130","130","130","64","0","130","127","100","130"
"1951","200","200","200","130","130","130","84","30","130","127","100","130"
"1952","200","200","200","130","130","130","71","0","130","127","100","130"
"1953","200","200","200","130","130","130","71","0","130","127","100","130"
"1954","200","200","200","130","130","130","114","0","130","127","100","130"
"1955","200","200","200","130","130","130","84","0","130","127","100","130"
"1956","200","200","200","130","130","130","84","0","130","127","100","130"
"1957","200","200","200","130","130","130","94","30","130","127","100","130"
"1958","200","200","200","130","130","130","91","0","130","127","100","130"
"1959","200","200","200","130","130","130","91","0","130","127","100","130"
"1960","200","200","200","130","130","130","104","0","130","127","100","130"
"1961","200","200","200","130","130","130","114","30","130","127","100","130"
"1962","200","200","200","130","130","130","101","0","130","127","100","130"
"1963","200","200","200","130","130","130","84","0","130","127","100","130"
"1964","200","200","200","130","130","130","101","0","130","127","100","130"
"1965","200","200","200","130","130","130","58","0","130","127","100","130"
"1966","200","200","200","130","130","130","94","30","130","127","100","130"
"1967","200","200","200","130","130","130","81","0","130","127","100","130"
"1968","200","200","200","130","130","130","91","0","130","127","100","130"
"1969","200","200","200","130","130","130","91","0","130","127","100","130"
"1970","200","200","200","130","130","130","84","30","130","127","100","130"
"1971","200","200","200","130","130","130","94","0","130","127","100","130"
"1972","200","200","200","130","130","130","91","0","130","127","100","130"
"1973","200","200","200","130","130","130","68","0","130","127","100","130"
"1974","200","200","200","130","130","130","91","0","130","127","100","130"
"1975","191.25","130","200","130","130","130","68","0","130","127","100","130"
"1976","200","200","200","130","130","130","74","0","130","127","100","130"
"1977","200","200","200","130","130","130","71","0","130","127","100","130"
"1978","200","200","200","130","130","130","91","0","130","127","100","130"
"1979","200","200","200","130","130","130","71","0","130","127","100","130"
"1980","200","200","200","130","130","130","94","30","130","127","100","130"
"1981","200","200","200","130","130","130","84","30","130","127","100","130"
"1982","200","200","200","130","130","130","71","0","130","127","100","130"
"1983","200","200","200","130","130","130","94","30","130","127","100","130"
"1984","200","200","200","130","130","130","84","30","130","127","100","130"
"1985","200","200","200","130","130","130","81","0","130","127","100","130"
"1986","200","200","200","130","130","130","71","0","130","127","100","130"
"1987","200","200","200","130","130","130","68","0","130","127","100","130"
"1988","200","200","200","130","130","130","91","0","130","127","100","130"
"1989","200","200","200","130","130","130","71","0","130","127","100","130"
"1990","200","200","200","130","130","130","78","0","130","127","100","130"
"1991","200","200","200","130","130","130","81","0","130","127","100","130"
"1992","200","200","200","130","130","130","71","0","130","127","100","130"
"1993","191.25","130","200","130","130","130","68","0","130","127","100","130"
"1994","200","200","200","130","130","130","101","0","130","127","100","130"
"1995","200","200","200","130","130","130","104","30","130","127","100","130"
"1996","200","200","200","130","130","130","114","30","130","127","100","130"
"1997","200","200","200","130","130","130","81","0","130","127","100","130"
"1998","200","200","200","130","130","130","54","0","130","127","100","130"
"1999","200","200","200","130","130","130","91","0","130","127","100","130"
"2000","200","200","200","130","130","130","101","0","130","127","100","130"
"2001","200","200","200","130","130","130","81","0","130","127","100","130"
