"Step","setup: Dylam - ep_info/total","setup: Dylam - ep_info/total__MIN","setup: Dylam - ep_info/total__MAX","setup: Drq - ep_info/total","setup: Drq - ep_info/total__MIN","setup: Drq - ep_info/total__MAX","setup: Decq - ep_info/total","setup: Decq - ep_info/total__MIN","setup: Decq - ep_info/total__MAX","setup: Baseline - ep_info/total","setup: Baseline - ep_info/total__MIN","setup: Baseline - ep_info/total__MAX"
"919","141.25","0","200","130","130","130","124","100","130","127","100","130"
"920","153.75","100","200","130","130","130","124","100","130","127","100","130"
"921","141.25","0","200","130","130","130","124","100","130","127","100","130"
"922","141.25","0","200","130","130","130","124","100","130","127","100","130"
"923","141.25","0","200","130","130","130","124","100","130","127","100","130"
"924","153.75","100","200","130","130","130","124","100","130","127","100","130"
"925","153.75","0","200","130","130","130","111","0","130","127","100","130"
"926","141.25","0","200","130","130","130","124","100","130","127","100","130"
"927","153.75","0","200","130","130","130","124","100","130","127","100","130"
"928","141.25","0","200","130","130","130","124","100","130","127","100","130"
"929","141.25","0","200","130","130","130","124","100","130","127","100","130"
"930","141.25","0","200","130","130","130","114","30","130","127","100","130"
"931","141.25","0","200","130","130","130","124","100","130","127","100","130"
"932","141.25","0","200","130","130","130","124","100","130","127","100","130"
"933","153.75","100","200","130","130","130","114","30","130","127","100","130"
"934","141.25","0","200","130","130","130","124","100","130","127","100","130"
"935","141.25","0","200","130","130","130","124","100","130","127","100","130"
"936","153.75","100","200","130","130","130","124","100","130","127","100","130"
"937","128.75","0","200","130","130","130","124","100","130","127","100","130"
"938","145","30","200","130","130","130","127","100","130","127","100","130"
"939","153.75","0","200","130","130","130","124","100","130","127","100","130"
"940","145","0","200","130","130","130","124","100","130","127","100","130"
"941","170","130","200","130","130","130","124","100","130","127","100","130"
"942","145","30","200","130","130","130","124","100","130","127","100","130"
"943","141.25","0","200","130","130","130","124","100","130","127","100","130"
"944","141.25","0","200","130","130","130","124","100","130","127","100","130"
"945","132.5","0","200","130","130","130","124","100","130","127","100","130"
"946","145","0","200","130","130","130","114","30","130","127","100","130"
"947","141.25","0","200","130","130","130","124","100","130","127","100","130"
"948","141.25","0","200","130","130","130","124","100","130","127","100","130"
"949","146.25","70","200","130","130","130","124","100","130","127","100","130"
"950","146.25","0","200","130","130","130","124","100","130","127","100","130"
"951","153.75","30","200","130","130","130","124","100","130","127","100","130"
"952","152.5","30","200","130","130","130","124","100","130","124","100","130"
"953","150","0","200","130","130","130","124","100","130","127","100","130"
"954","150","0","200","130","130","130","104","30","130","127","100","130"
"955","150","0","200","130","130","130","124","100","130","127","100","130"
"956","141.25","0","200","130","130","130","101","0","130","127","100","130"
"957","145","0","200","130","130","130","114","30","130","127","100","130"
"958","150","0","200","130","130","130","124","100","130","127","100","130"
"959","107.5","0","200","130","130","130","94","0","130","127","100","130"
"960","150","0","200","130","130","130","124","100","130","127","100","130"
"961","141.25","0","200","130","130","130","124","100","130","127","100","130"
"962","162.5","100","200","130","130","130","124","100","130","127","100","130"
"963","137.5","0","200","130","130","130","124","100","130","127","100","130"
"964","150","0","200","130","130","130","124","100","130","127","100","130"
"965","137.5","0","200","130","130","130","124","100","130","127","100","130"
"966","128.75","0","200","130","130","130","104","0","130","127","100","130"
"967","150","0","200","130","130","130","114","30","130","127","100","130"
"968","137.5","0","200","130","130","130","114","30","130","127","100","130"
"969","137.5","0","200","130","130","130","114","30","130","127","100","130"
"970","141.25","0","200","130","130","130","124","100","130","127","100","130"
"971","141.25","0","200","130","130","130","124","100","130","127","100","130"
"972","157.5","30","200","130","130","130","124","100","130","127","100","130"
"973","150","0","200","130","130","130","124","100","130","127","100","130"
"974","137.5","0","200","130","130","130","124","100","130","127","100","130"
"975","153.75","0","200","130","130","130","124","100","130","127","100","130"
"976","153.75","0","200","130","130","130","124","100","130","127","100","130"
"977","141.25","0","200","130","130","130","124","100","130","127","100","130"
"978","145","0","200","130","130","130","111","0","130","127","100","130"
"979","153.75","0","200","130","130","130","124","100","130","127","100","130"
"980","150","0","200","130","130","130","124","100","130","127","100","130"
"981","137.5","0","200","130","130","130","114","30","130","127","100","130"
"982","141.25","0","200","130","130","130","124","100","130","127","100","130"
"983","141.25","0","200","130","130","130","114","30","130","127","100","130"
"984","137.5","0","200","130","130","130","124","100","130","127","100","130"
"985","137.5","0","200","130","130","130","114","30","130","127","100","130"
"986","153.75","0","200","130","130","130","124","100","130","127","100","130"
"987","153.75","0","200","130","130","130","127","100","130","127","100","130"
"988","141.25","0","200","130","130","130","124","100","130","127","100","130"
"989","137.5","0","200","130","130","130","124","100","130","130","130","130"
"990","137.5","0","200","130","130","130","124","100","130","127","100","130"
"991","153.75","0","200","130","130","130","111","0","130","127","100","130"
"992","153.75","0","200","130","130","130","111","0","130","130","130","130"
"993","150","0","200","130","130","130","124","100","130","127","100","130"
"994","153.75","0","200","124","70","130","114","30","130","127","100","130"
"995","153.75","0","200","130","130","130","124","100","130","127","100","130"
"996","153.75","0","200","130","130","130","124","100","130","127","100","130"
"997","148.75","0","200","130","130","130","114","0","130","127","100","130"
"998","150","0","200","130","130","130","124","100","130","127","100","130"
"999","166.25","100","200","130","130","130","124","100","130","127","100","130"
"1000","157.5","30","200","130","130","130","114","30","130","127","100","130"
"1001","153.75","0","200","130","130","130","124","100","130","127","100","130"
"1002","161.25","30","200","130","130","130","124","100","130","127","100","130"
"1003","153.75","0","200","130","130","130","91","0","130","127","100","130"
"1004","137.5","0","200","130","130","130","124","100","130","127","100","130"
"1005","153.75","0","200","130","130","130","114","30","130","127","100","130"
"1006","153.75","0","200","130","130","130","127","100","130","127","100","130"
"1007","157.5","30","200","130","130","130","124","100","130","127","100","130"
"1008","132.5","0","200","130","130","130","104","0","130","127","100","130"
"1009","152.5","30","200","130","130","130","124","100","130","124","100","130"
"1010","153.75","0","200","130","130","130","111","30","130","127","100","130"
"1011","153.75","0","200","130","130","130","124","100","130","127","100","130"
"1012","137.5","0","200","130","130","130","124","100","130","127","100","130"
"1013","153.75","0","200","130","130","130","124","100","130","127","100","130"
"1014","166.25","100","200","130","130","130","124","100","130","127","100","130"
"1015","161.25","30","200","130","130","130","111","0","130","127","100","130"
"1016","157.5","0","200","130","130","130","124","100","130","127","100","130"
"1017","173.75","130","200","130","130","130","114","0","130","127","100","130"
"1018","161.25","30","200","130","130","130","124","100","130","127","100","130"
"1019","157.5","0","200","130","130","130","124","100","130","127","100","130"
"1020","157.5","0","200","130","130","130","124","100","130","127","100","130"
"1021","157.5","0","200","130","130","130","117","30","130","127","100","130"
"1022","173.75","130","200","130","130","130","114","30","130","127","100","130"
"1023","161.25","100","200","130","130","130","111","0","130","127","100","130"
"1024","157.5","0","200","130","130","130","124","100","130","127","100","130"
"1025","157.5","0","200","130","130","130","124","100","130","127","100","130"
"1026","153.75","0","200","130","130","130","124","100","130","127","100","130"
"1027","157.5","0","200","130","130","130","117","30","130","127","100","130"
"1028","166.25","100","200","130","130","130","124","100","130","127","100","130"
"1029","161.25","30","200","130","130","130","124","100","130","127","100","130"
"1030","173.75","130","200","130","130","130","124","100","130","124","100","130"
"1031","157.5","0","200","130","130","130","124","100","130","127","100","130"
"1032","157.5","0","200","130","130","130","114","30","130","127","100","130"
"1033","148.75","0","200","130","130","130","124","100","130","127","100","130"
"1034","157.5","0","200","130","130","130","104","30","130","127","100","130"
"1035","173.75","130","200","130","130","130","124","100","130","127","100","130"
"1036","157.5","0","200","130","130","130","124","100","130","127","100","130"
"1037","157.5","0","200","130","130","130","114","30","130","127","100","130"
"1038","170","100","200","130","130","130","124","100","130","127","100","130"
"1039","157.5","0","200","130","130","130","114","30","130","127","100","130"
"1040","173.75","130","200","130","130","130","114","30","130","127","100","130"
"1041","157.5","0","200","130","130","130","114","30","130","127","100","130"
"1042","157.5","0","200","130","130","130","124","100","130","127","100","130"
"1043","161.25","100","200","130","130","130","124","100","130","127","100","130"
"1044","173.75","130","200","130","130","130","114","0","130","127","100","130"
"1045","173.75","130","200","130","130","130","114","30","130","127","100","130"
"1046","173.75","130","200","130","130","130","124","100","130","127","100","130"
"1047","173.75","130","200","130","130","130","124","100","130","127","100","130"
"1048","157.5","0","200","130","130","130","94","0","130","127","100","130"
"1049","173.75","130","200","130","130","130","114","30","130","127","100","130"
"1050","178.75","130","200","130","130","130","101","0","130","127","100","130"
"1051","153.75","0","200","130","130","130","127","100","130","127","100","130"
"1052","170","100","200","130","130","130","94","0","130","127","100","130"
"1053","157.5","0","200","130","130","130","114","30","130","127","100","130"
"1054","173.75","130","200","130","130","130","124","100","130","127","100","130"
"1055","157.5","0","200","130","130","130","124","100","130","127","100","130"
"1056","157.5","0","200","130","130","130","114","30","130","127","100","130"
"1057","157.5","0","200","127","100","130","114","30","130","127","100","130"
"1058","173.75","130","200","130","130","130","124","100","130","127","100","130"
"1059","157.5","0","200","130","130","130","124","100","130","127","100","130"
"1060","157.5","0","200","130","130","130","124","100","130","127","100","130"
"1061","173.75","130","200","130","130","130","111","0","130","127","100","130"
"1062","166.25","100","200","130","130","130","124","100","130","127","100","130"
"1063","170","100","200","130","130","130","124","100","130","127","100","130"
"1064","157.5","0","200","130","130","130","114","30","130","127","100","130"
"1065","157.5","0","200","130","130","130","124","100","130","127","100","130"
"1066","173.75","130","200","130","130","130","124","100","130","127","100","130"
"1067","166.25","100","200","130","130","130","114","30","130","127","100","130"
"1068","173.75","130","200","130","130","130","111","0","130","127","100","130"
"1069","153.75","0","200","130","130","130","124","100","130","127","100","130"
"1070","166.25","100","200","130","130","130","124","100","130","127","100","130"
"1071","145","0","200","130","130","130","124","100","130","127","100","130"
"1072","166.25","100","200","130","130","130","114","30","130","127","100","130"
"1073","153.75","0","200","130","130","130","124","100","130","127","100","130"
"1074","170","100","200","130","130","130","124","100","130","127","100","130"
"1075","166.25","100","200","130","130","130","104","30","130","127","100","130"
"1076","132.5","0","200","130","130","130","121","100","130","127","100","130"
"1077","132.5","0","200","130","130","130","124","100","130","127","100","130"
"1078","166.25","100","200","130","130","130","124","100","130","127","100","130"
"1079","170","100","200","130","130","130","124","100","130","127","100","130"
"1080","161.25","30","200","130","130","130","124","100","130","127","100","130"
"1081","170","100","200","130","130","130","114","30","130","127","100","130"
"1082","161.25","30","200","130","130","130","104","0","130","127","100","130"
"1083","141.25","0","200","130","130","130","124","100","130","127","100","130"
"1084","157.5","0","200","130","130","130","124","100","130","127","100","130"
"1085","153.75","0","200","130","130","130","124","100","130","127","100","130"
"1086","157.5","30","200","130","130","130","124","100","130","127","100","130"
"1087","141.25","0","200","130","130","130","114","30","130","127","100","130"
"1088","145","0","200","130","130","130","124","100","130","127","100","130"
"1089","128.75","0","200","130","130","130","124","100","130","127","100","130"
"1090","145","0","200","130","130","130","124","100","130","127","100","130"
"1091","137.5","0","200","130","130","130","124","100","130","127","100","130"
"1092","153.75","0","200","130","130","130","114","30","130","127","100","130"
"1093","157.5","0","200","130","130","130","124","100","130","124","100","130"
"1094","145","0","200","130","130","130","124","100","130","127","100","130"
"1095","157.5","0","200","130","130","130","124","100","130","127","100","130"
"1096","153.75","0","200","130","130","130","104","0","130","127","100","130"
"1097","153.75","0","200","130","130","130","114","30","130","127","100","130"
"1098","161.25","30","200","130","130","130","124","100","130","127","100","130"
"1099","153.75","0","200","130","130","130","104","0","130","127","100","130"
"1100","141.25","0","200","130","130","130","124","100","130","127","100","130"
"1101","141.25","0","200","130","130","130","124","100","130","127","100","130"
"1102","145","0","200","130","130","130","124","100","130","127","100","130"
"1103","141.25","0","200","130","130","130","114","30","130","127","100","130"
"1104","157.5","0","200","130","130","130","124","100","130","127","100","130"
"1105","157.5","30","200","130","130","130","124","100","130","127","100","130"
"1106","153.75","0","200","130","130","130","104","30","130","127","100","130"
"1107","157.5","0","200","130","130","130","124","100","130","127","100","130"
"1108","141.25","0","200","130","130","130","114","0","130","127","100","130"
"1109","152.5","30","200","130","130","130","124","100","130","127","100","130"
"1110","145","0","200","130","130","130","101","30","130","127","100","130"
"1111","145","0","200","127","100","130","114","30","130","127","100","130"
"1112","161.25","30","200","130","130","130","111","0","130","127","100","130"
"1113","141.25","0","200","130","130","130","101","0","130","127","100","130"
"1114","157.5","0","200","130","130","130","127","100","130","127","100","130"
"1115","141.25","0","200","130","130","130","124","100","130","127","100","130"
"1116","161.25","100","200","130","130","130","124","100","130","127","100","130"
"1117","173.75","130","200","130","130","130","124","100","130","127","100","130"
"1118","173.75","130","200","130","130","130","127","100","130","127","100","130"
"1119","157.5","0","200","130","130","130","124","100","130","127","100","130"
"1120","157.5","0","200","127","100","130","114","30","130","127","100","130"
"1121","170","30","200","130","130","130","114","30","130","127","100","130"
"1122","157.5","0","200","130","130","130","124","100","130","127","100","130"
"1123","157.5","0","200","130","130","130","124","100","130","127","100","130"
"1124","153.75","0","200","130","130","130","114","0","130","127","100","130"
"1125","141.25","0","200","130","130","130","124","100","130","127","100","130"
"1126","153.75","30","200","130","130","130","114","30","130","127","100","130"
"1127","166.25","0","200","130","130","130","124","100","130","127","100","130"
"1128","166.25","30","200","130","130","130","124","100","130","127","100","130"
"1129","166.25","0","200","130","130","130","124","100","130","127","100","130"
"1130","170","30","200","130","130","130","114","30","130","127","100","130"
"1131","153.75","0","200","130","130","130","111","0","130","127","100","130"
"1132","150","0","200","130","130","130","124","100","130","127","100","130"
"1133","166.25","100","200","130","130","130","111","0","130","127","100","130"
"1134","175","100","200","130","130","130","124","100","130","127","100","130"
"1135","182.5","130","200","130","130","130","124","100","130","127","100","130"
"1136","182.5","130","200","130","130","130","114","0","130","127","100","130"
"1137","150","0","200","130","130","130","124","100","130","127","100","130"
"1138","157.5","0","200","130","130","130","124","100","130","127","100","130"
"1139","165","130","200","130","130","130","114","30","130","127","100","130"
"1140","166.25","0","200","130","130","130","124","100","130","127","100","130"
"1141","166.25","0","200","130","130","130","124","100","130","127","100","130"
"1142","162.5","0","200","130","130","130","124","100","130","127","100","130"
"1143","153.75","0","200","130","130","130","124","100","130","127","100","130"
"1144","166.25","0","200","130","130","130","124","100","130","127","100","130"
"1145","153.75","0","200","130","130","130","104","30","130","127","100","130"
"1146","166.25","0","200","130","130","130","104","30","130","127","100","130"
"1147","150","0","200","130","130","130","111","30","130","127","100","130"
"1148","166.25","0","200","130","130","130","124","100","130","127","100","130"
"1149","166.25","0","200","130","130","130","124","100","130","127","100","130"
"1150","178.75","100","200","130","130","130","124","100","130","127","100","130"
"1151","166.25","0","200","130","130","130","124","100","130","127","100","130"
"1152","150","0","200","130","130","130","114","30","130","127","100","130"
"1153","166.25","0","200","130","130","130","104","30","130","127","100","130"
"1154","166.25","0","200","130","130","130","124","100","130","127","100","130"
"1155","162.5","0","200","130","130","130","114","30","130","127","100","130"
"1156","166.25","0","200","130","130","130","124","100","130","127","100","130"
"1157","166.25","0","200","130","130","130","121","100","130","127","100","130"
"1158","166.25","0","200","130","130","130","114","30","130","127","100","130"
"1159","166.25","0","200","130","130","130","114","30","130","127","100","130"
"1160","165","130","200","130","130","130","124","100","130","127","100","130"
"1161","178.75","100","200","130","130","130","124","100","130","127","100","130"
"1162","166.25","0","200","130","130","130","114","30","130","127","100","130"
"1163","166.25","0","200","130","130","130","101","0","130","127","100","130"
"1164","166.25","0","200","130","130","130","124","100","130","127","100","130"
"1165","166.25","0","200","130","130","130","114","30","130","127","100","130"
"1166","166.25","0","200","127","100","130","114","30","130","127","100","130"
"1167","166.25","0","200","130","130","130","104","30","130","127","100","130"
"1168","182.5","130","200","130","130","130","124","100","130","127","100","130"
"1169","166.25","0","200","130","130","130","124","100","130","127","100","130"
"1170","166.25","0","200","130","130","130","114","30","130","127","100","130"
"1171","182.5","130","200","130","130","130","104","30","130","127","100","130"
"1172","157.5","0","200","130","130","130","101","0","130","127","100","130"
"1173","166.25","0","200","130","130","130","114","30","130","127","100","130"
"1174","182.5","130","200","130","130","130","124","100","130","127","100","130"
"1175","166.25","0","200","130","130","130","101","0","130","127","100","130"
"1176","173.75","130","200","130","130","130","124","100","130","127","100","130"
"1177","182.5","130","200","130","130","130","114","30","130","127","100","130"
"1178","182.5","130","200","130","130","130","124","100","130","127","100","130"
"1179","182.5","130","200","130","130","130","124","100","130","127","100","130"
"1180","182.5","130","200","130","130","130","91","0","130","127","100","130"
"1181","182.5","130","200","130","130","130","124","100","130","127","100","130"
"1182","182.5","130","200","130","130","130","124","100","130","127","100","130"
"1183","178.75","100","200","130","130","130","124","100","130","127","100","130"
"1184","182.5","130","200","130","130","130","124","100","130","127","100","130"
"1185","182.5","130","200","130","130","130","104","30","130","127","100","130"
"1186","182.5","130","200","130","130","130","104","30","130","127","100","130"
"1187","182.5","130","200","130","130","130","124","100","130","127","100","130"
"1188","182.5","130","200","130","130","130","114","0","130","127","100","130"
"1189","182.5","130","200","130","130","130","124","100","130","127","100","130"
"1190","182.5","130","200","130","130","130","114","30","130","127","100","130"
"1191","182.5","130","200","130","130","130","124","100","130","127","100","130"
"1192","182.5","130","200","130","130","130","114","0","130","127","100","130"
"1193","182.5","130","200","130","130","130","124","100","130","127","100","130"
"1194","178.75","100","200","130","130","130","114","30","130","127","100","130"
"1195","182.5","130","200","130","130","130","124","100","130","127","100","130"
"1196","182.5","130","200","130","130","130","114","30","130","127","100","130"
"1197","173.75","130","200","130","130","130","114","30","130","127","100","130"
"1198","178.75","100","200","130","130","130","104","0","130","127","100","130"
"1199","170","100","200","130","130","130","114","0","130","124","100","130"
"1200","178.75","100","200","130","130","130","124","100","130","127","100","130"
"1201","175","100","200","130","130","130","104","0","130","127","100","130"
"1202","191.25","130","200","130","130","130","104","30","130","127","100","130"
"1203","178.75","100","200","130","130","130","124","100","130","127","100","130"
"1204","178.75","100","200","130","130","130","114","30","130","127","100","130"
"1205","182.5","130","200","130","130","130","114","30","130","127","100","130"
"1206","178.75","100","200","130","130","130","114","30","130","127","100","130"
"1207","170","100","200","130","130","130","124","100","130","127","100","130"
"1208","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1209","178.75","100","200","130","130","130","124","100","130","127","100","130"
"1210","191.25","130","200","130","130","130","114","0","130","127","100","130"
"1211","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1212","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1213","182.5","130","200","127","100","130","124","100","130","127","100","130"
"1214","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1215","182.5","130","200","130","130","130","114","30","130","127","100","130"
"1216","165","130","200","130","130","130","114","30","130","127","100","130"
"1217","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1218","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1219","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1220","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1221","182.5","130","200","130","130","130","114","30","130","127","100","130"
"1222","191.25","130","200","130","130","130","111","30","130","127","100","130"
"1223","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1224","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1225","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1226","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1227","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1228","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1229","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1230","191.25","130","200","130","130","130","101","0","130","127","100","130"
"1231","191.25","130","200","130","130","130","104","30","130","127","100","130"
"1232","191.25","130","200","130","130","130","104","30","130","127","100","130"
"1233","191.25","130","200","130","130","130","104","30","130","127","100","130"
"1234","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1235","191.25","130","200","130","130","130","114","30","130","124","100","130"
"1236","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1237","191.25","130","200","130","130","130","104","30","130","127","100","130"
"1238","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1239","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1240","191.25","130","200","130","130","130","104","0","130","127","100","130"
"1241","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1242","191.25","130","200","130","130","130","111","30","130","127","100","130"
"1243","191.25","130","200","130","130","130","111","0","130","127","100","130"
"1244","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1245","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1246","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1247","182.5","130","200","130","130","130","124","100","130","127","100","130"
"1248","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1249","191.25","130","200","130","130","130","94","30","130","127","100","130"
"1250","191.25","130","200","130","130","130","104","0","130","127","100","130"
"1251","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1252","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1253","191.25","130","200","130","130","130","111","0","130","127","100","130"
"1254","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1255","191.25","130","200","130","130","130","91","0","130","127","100","130"
"1256","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1257","182.5","130","200","130","130","130","114","30","130","127","100","130"
"1258","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1259","191.25","130","200","130","130","130","94","30","130","127","100","130"
"1260","191.25","130","200","130","130","130","104","30","130","127","100","130"
"1261","191.25","130","200","130","130","130","94","30","130","127","100","130"
"1262","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1263","191.25","130","200","130","130","130","101","0","130","127","100","130"
"1264","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1265","182.5","130","200","130","130","130","104","30","130","127","100","130"
"1266","191.25","130","200","130","130","130","114","0","130","127","100","130"
"1267","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1268","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1269","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1270","182.5","130","200","130","130","130","104","0","130","127","100","130"
"1271","191.25","130","200","130","130","130","104","30","130","127","100","130"
"1272","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1273","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1274","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1275","191.25","130","200","130","130","130","111","0","130","127","100","130"
"1276","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1277","191.25","130","200","130","130","130","114","0","130","127","100","130"
"1278","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1279","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1280","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1281","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1282","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1283","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1284","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1285","191.25","130","200","130","130","130","91","0","130","127","100","130"
"1286","191.25","130","200","130","130","130","111","0","130","127","100","130"
"1287","191.25","130","200","130","130","130","111","0","130","127","100","130"
"1288","191.25","130","200","130","130","130","111","0","130","127","100","130"
"1289","182.5","130","200","130","130","130","124","100","130","127","100","130"
"1290","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1291","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1292","191.25","130","200","130","130","130","101","0","130","127","100","130"
"1293","191.25","130","200","130","130","130","104","0","130","127","100","130"
"1294","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1295","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1296","191.25","130","200","127","100","130","124","100","130","127","100","130"
"1297","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1298","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1299","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1300","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1301","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1302","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1303","182.5","130","200","130","130","130","104","30","130","127","100","130"
"1304","191.25","130","200","130","130","130","104","0","130","127","100","130"
"1305","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1306","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1307","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1308","191.25","130","200","130","130","130","124","100","130","124","100","130"
"1309","191.25","130","200","130","130","130","104","30","130","127","100","130"
"1310","182.5","130","200","130","130","130","124","100","130","127","100","130"
"1311","191.25","130","200","130","130","130","114","0","130","127","100","130"
"1312","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1313","191.25","130","200","130","130","130","104","30","130","127","100","130"
"1314","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1315","182.5","130","200","130","130","130","114","30","130","127","100","130"
"1316","182.5","130","200","130","130","130","84","30","130","127","100","130"
"1317","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1318","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1319","191.25","130","200","130","130","130","114","0","130","127","100","130"
"1320","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1321","182.5","130","200","130","130","130","114","30","130","127","100","130"
"1322","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1323","191.25","130","200","130","130","130","94","0","130","127","100","130"
"1324","191.25","130","200","130","130","130","111","0","130","127","100","130"
"1325","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1326","191.25","130","200","130","130","130","101","30","130","127","100","130"
"1327","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1328","182.5","130","200","130","130","130","124","100","130","127","100","130"
"1329","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1330","191.25","130","200","130","130","130","104","30","130","127","100","130"
"1331","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1332","191.25","130","200","130","130","130","104","30","130","127","100","130"
"1333","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1334","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1335","191.25","130","200","130","130","130","111","0","130","127","100","130"
"1336","182.5","130","200","130","130","130","124","100","130","127","100","130"
"1337","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1338","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1339","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1340","191.25","130","200","130","130","130","104","30","130","127","100","130"
"1341","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1342","182.5","130","200","130","130","130","104","0","130","127","100","130"
"1343","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1344","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1345","191.25","130","200","130","130","130","111","0","130","127","100","130"
"1346","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1347","191.25","130","200","130","130","130","104","30","130","127","100","130"
"1348","191.25","130","200","130","130","130","104","30","130","127","100","130"
"1349","182.5","130","200","130","130","130","101","0","130","127","100","130"
"1350","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1351","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1352","173.75","130","200","130","130","130","94","30","130","127","100","130"
"1353","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1354","191.25","130","200","130","130","130","84","30","130","127","100","130"
"1355","191.25","130","200","130","130","130","104","30","130","127","100","130"
"1356","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1357","191.25","130","200","130","130","130","84","0","130","127","100","130"
"1358","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1359","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1360","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1361","187.5","100","200","127","100","130","114","30","130","127","100","130"
"1362","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1363","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1364","191.25","130","200","130","130","130","114","0","130","127","100","130"
"1365","191.25","130","200","130","130","130","124","100","130","127","100","130"
"1366","191.25","130","200","130","130","130","114","30","130","127","100","130"
"1367","191.25","130","200","130","130","130","111","0","130","127","100","130"
"1368","191.25","130","200","130","130","130","124","100","130","127","100","130"
