"Step","env: CHICKENBANANA - ep_info/Banana","env: CHICKENBANANA - ep_info/Banana__MIN","env: CHICKENBANANA - ep_info/Banana__MAX"
"912","18","0","30"
"913","18","0","30"
"914","18","0","30"
"915","21","0","30"
"916","21","0","30"
"917","21","0","30"
"918","21","0","30"
"919","24","0","30"
"920","21","0","30"
"921","21","0","30"
"922","21","0","30"
"923","24","0","30"
"924","21","0","30"
"925","21","0","30"
"926","21","0","30"
"927","24","0","30"
"928","24","0","30"
"929","27","0","30"
"930","30","30","30"
"931","30","30","30"
"932","30","30","30"
"933","30","30","30"
"934","30","30","30"
"935","30","30","30"
"936","30","30","30"
"937","27","0","30"
"938","30","30","30"
"939","30","30","30"
"940","27","0","30"
"941","27","0","30"
"942","30","30","30"
"943","27","0","30"
"944","27","0","30"
"945","27","0","30"
"946","27","0","30"
"947","27","0","30"
"948","24","0","30"
"949","27","0","30"
"950","27","0","30"
"951","24","0","30"
"952","27","0","30"
"953","24","0","30"
"954","24","0","30"
"955","24","0","30"
"956","21","0","30"
"957","21","0","30"
"958","24","0","30"
"959","21","0","30"
"960","21","0","30"
"961","24","0","30"
"962","24","0","30"
"963","24","0","30"
"964","24","0","30"
"965","21","0","30"
"966","24","0","30"
"967","24","0","30"
"968","24","0","30"
"969","24","0","30"
"970","24","0","30"
"971","24","0","30"
"972","24","0","30"
"973","21","0","30"
"974","24","0","30"
"975","21","0","30"
"976","21","0","30"
"977","21","0","30"
"978","21","0","30"
"979","21","0","30"
"980","21","0","30"
"981","21","0","30"
"982","21","0","30"
"983","21","0","30"
"984","21","0","30"
"985","24","0","30"
"986","24","0","30"
"987","21","0","30"
"988","24","0","30"
"989","24","0","30"
"990","24","0","30"
"991","21","0","30"
"992","24","0","30"
"993","24","0","30"
"994","24","0","30"
"995","24","0","30"
"996","24","0","30"
"997","24","0","30"
"998","24","0","30"
"999","24","0","30"
"1000","24","0","30"
"1001","24","0","30"
"1002","24","0","30"
"1003","24","0","30"
"1004","24","0","30"
"1005","24","0","30"
"1006","24","0","30"
"1007","24","0","30"
"1008","24","0","30"
"1009","24","0","30"
"1010","24","0","30"
"1011","24","0","30"
"1012","24","0","30"
"1013","24","0","30"
"1014","24","0","30"
"1015","24","0","30"
"1016","24","0","30"
"1017","24","0","30"
"1018","24","0","30"
"1019","24","0","30"
"1020","24","0","30"
"1021","24","0","30"
"1022","24","0","30"
"1023","24","0","30"
"1024","24","0","30"
"1025","24","0","30"
"1026","24","0","30"
"1027","24","0","30"
"1028","24","0","30"
"1029","24","0","30"
"1030","27","0","30"
"1031","27","0","30"
"1032","27","0","30"
"1033","27","0","30"
"1034","27","0","30"
"1035","27","0","30"
"1036","27","0","30"
"1037","27","0","30"
"1038","27","0","30"
"1039","27","0","30"
"1040","27","0","30"
"1041","27","0","30"
"1042","27","0","30"
"1043","27","0","30"
"1044","27","0","30"
"1045","27","0","30"
"1046","27","0","30"
"1047","24","0","30"
"1048","27","0","30"
"1049","27","0","30"
"1050","27","0","30"
"1051","27","0","30"
"1052","27","0","30"
"1053","27","0","30"
"1054","27","0","30"
"1055","27","0","30"
"1056","27","0","30"
"1057","27","0","30"
"1058","27","0","30"
"1059","27","0","30"
"1060","27","0","30"
"1061","27","0","30"
"1062","27","0","30"
"1063","27","0","30"
"1064","27","0","30"
"1065","27","0","30"
"1066","27","0","30"
"1067","27","0","30"
"1068","27","0","30"
"1069","27","0","30"
"1070","27","0","30"
"1071","27","0","30"
"1072","27","0","30"
"1073","27","0","30"
"1074","24","0","30"
"1075","24","0","30"
"1076","24","0","30"
"1077","24","0","30"
