"Step","env: CHICKENBANANA - ep_info/Chicken","env: CHICKENBANANA - ep_info/Chicken__MIN","env: CHICKENBANANA - ep_info/Chicken__MAX"
"1102","35","0","70"
"1103","35","0","70"
"1104","35","0","70"
"1105","35","0","70"
"1106","35","0","70"
"1107","35","0","70"
"1108","35","0","70"
"1109","35","0","70"
"1110","35","0","70"
"1111","35","0","70"
"1112","35","0","70"
"1113","35","0","70"
"1114","35","0","70"
"1115","35","0","70"
"1116","35","0","70"
"1117","35","0","70"
"1118","35","0","70"
"1119","35","0","70"
"1120","28","0","70"
"1121","35","0","70"
"1122","35","0","70"
"1123","35","0","70"
"1124","35","0","70"
"1125","35","0","70"
"1126","35","0","70"
"1127","35","0","70"
"1128","35","0","70"
"1129","42","0","70"
"1130","42","0","70"
"1131","42","0","70"
"1132","42","0","70"
"1133","42","0","70"
"1134","35","0","70"
"1135","42","0","70"
"1136","42","0","70"
"1137","42","0","70"
"1138","42","0","70"
"1139","42","0","70"
"1140","42","0","70"
"1141","42","0","70"
"1142","42","0","70"
"1143","42","0","70"
"1144","42","0","70"
"1145","42","0","70"
"1146","42","0","70"
"1147","28","0","70"
"1148","35","0","70"
"1149","42","0","70"
"1150","42","0","70"
"1151","42","0","70"
"1152","42","0","70"
"1153","42","0","70"
"1154","35","0","70"
"1155","42","0","70"
"1156","42","0","70"
"1157","42","0","70"
"1158","42","0","70"
"1159","42","0","70"
"1160","42","0","70"
"1161","42","0","70"
"1162","42","0","70"
"1163","42","0","70"
"1164","42","0","70"
"1165","42","0","70"
"1166","42","0","70"
"1167","42","0","70"
"1168","42","0","70"
"1169","42","0","70"
"1170","42","0","70"
"1171","42","0","70"
"1172","35","0","70"
"1173","42","0","70"
"1174","42","0","70"
"1175","42","0","70"
"1176","42","0","70"
"1177","42","0","70"
"1178","35","0","70"
"1179","42","0","70"
"1180","42","0","70"
"1181","42","0","70"
"1182","42","0","70"
"1183","42","0","70"
"1184","42","0","70"
"1185","42","0","70"
"1186","42","0","70"
"1187","42","0","70"
"1188","42","0","70"
"1189","42","0","70"
"1190","42","0","70"
"1191","42","0","70"
"1192","42","0","70"
"1193","42","0","70"
"1194","42","0","70"
"1195","42","0","70"
"1196","42","0","70"
"1197","42","0","70"
"1198","42","0","70"
"1199","42","0","70"
"1200","42","0","70"
"1201","42","0","70"
"1202","42","0","70"
"1203","42","0","70"
"1204","42","0","70"
"1205","42","0","70"
"1206","42","0","70"
"1207","42","0","70"
"1208","42","0","70"
"1209","42","0","70"
"1210","42","0","70"
"1211","42","0","70"
"1212","42","0","70"
"1213","42","0","70"
"1214","35","0","70"
"1215","42","0","70"
"1216","42","0","70"
"1217","42","0","70"
"1218","42","0","70"
"1219","42","0","70"
"1220","42","0","70"
"1221","42","0","70"
"1222","42","0","70"
"1223","42","0","70"
"1224","42","0","70"
"1225","42","0","70"
"1226","42","0","70"
"1227","42","0","70"
"1228","42","0","70"
"1229","42","0","70"
"1230","42","0","70"
"1231","42","0","70"
"1232","42","0","70"
"1233","42","0","70"
"1234","42","0","70"
"1235","42","0","70"
"1236","42","0","70"
"1237","42","0","70"
"1238","42","0","70"
"1239","42","0","70"
"1240","42","0","70"
"1241","35","0","70"
"1242","42","0","70"
"1243","42","0","70"
"1244","42","0","70"
"1245","42","0","70"
"1246","42","0","70"
"1247","42","0","70"
"1248","42","0","70"
"1249","42","0","70"
"1250","42","0","70"
"1251","42","0","70"
"1252","42","0","70"
"1253","42","0","70"
"1254","42","0","70"
"1255","42","0","70"
"1256","42","0","70"
"1257","42","0","70"
"1258","35","0","70"
"1259","42","0","70"
"1260","42","0","70"
"1261","35","0","70"
"1262","42","0","70"
"1263","42","0","70"
"1264","35","0","70"
"1265","42","0","70"
"1266","42","0","70"
"1267","42","0","70"
"1268","42","0","70"
"1269","42","0","70"
"1270","42","0","70"
"1271","42","0","70"
"1272","42","0","70"
"1273","42","0","70"
"1274","35","0","70"
"1275","42","0","70"
"1276","42","0","70"
"1277","42","0","70"
"1278","42","0","70"
"1279","42","0","70"
"1280","42","0","70"
"1281","42","0","70"
"1282","42","0","70"
"1283","42","0","70"
"1284","42","0","70"
"1285","42","0","70"
"1286","42","0","70"
"1287","42","0","70"
"1288","42","0","70"
"1289","42","0","70"
"1290","42","0","70"
"1291","42","0","70"
"1292","42","0","70"
"1293","42","0","70"
"1294","42","0","70"
"1295","42","0","70"
"1296","42","0","70"
"1297","35","0","70"
"1298","42","0","70"
"1299","35","0","70"
"1300","42","0","70"
"1301","42","0","70"
"1302","42","0","70"
"1303","42","0","70"
"1304","42","0","70"
"1305","42","0","70"
"1306","42","0","70"
"1307","42","0","70"
"1308","42","0","70"
"1309","42","0","70"
"1310","42","0","70"
"1311","42","0","70"
"1312","42","0","70"
"1313","42","0","70"
"1314","42","0","70"
"1315","42","0","70"
"1316","42","0","70"
"1317","42","0","70"
"1318","42","0","70"
"1319","42","0","70"
"1320","42","0","70"
"1321","42","0","70"
"1322","42","0","70"
"1323","42","0","70"
"1324","42","0","70"
"1325","42","0","70"
"1326","42","0","70"
"1327","42","0","70"
