"Step","env: HALFCHEETAH - ep_info/ctrl","env: HALFCHEETAH - ep_info/ctrl__MIN","env: HALFCHEETAH - ep_info/ctrl__MAX"
"435999","-334.6778812386094","-362.038451236983","-315.2532513489324"
"436999","-334.17717771219725","-359.8389457333838","-311.46280011037993"
"437999","-331.1514486119153","-355.17322981854306","-312.9266717707116"
"438999","-334.5998617389549","-360.5246331300581","-317.76857468982536"
"439999","-331.75303327863423","-354.7801570997883","-313.44741709033667"
"440999","-331.7757157505801","-362.70769693329925","-307.66342700024484"
"441999","-334.1119445718206","-365.5878038813049","-315.53320168827975"
"442999","-334.0024071062604","-362.5921288467943","-319.9730660269655"
"443999","-331.8042749892919","-354.5872503239659","-316.03804396217026"
"444999","-333.107422319303","-360.2940166865786","-317.30502163122105"
"445999","-333.59684950485797","-353.67912812282634","-320.43378248314025"
"446999","-331.8628837592902","-358.92743021622266","-313.5533216694999"
"447999","-337.3186391539251","-362.9558736843368","-323.0709945460164"
"448999","-333.4847399761278","-355.43884772434853","-315.4346749881899"
"449999","-338.020597931867","-355.82809505611687","-316.25571676592045"
"450999","-333.18429577052615","-353.61402861711883","-319.28668786150723"
"451999","-337.0918907850981","-360.3458756916225","-305.34198959668504"
"452999","-335.7635256500914","-356.92867067859856","-312.375879296412"
"453999","-337.749424633632","-360.37151096016163","-312.7668672824897"
"454999","-335.6516869117818","-360.80012456576037","-313.5245130757495"
"455999","-338.0167073796192","-362.56353856188565","-303.00227117538424"
"456999","-339.5108382138113","-362.53034756208467","-319.00163282826514"
"457999","-339.49057906406597","-360.1618774645029","-317.75660920888157"
"458999","-345.643917128692","-366.53546308601915","-323.8598339656989"
"459999","-339.7450376551907","-358.5634081785875","-320.25152813891543"
"460999","-334.4060751205933","-353.50463081647956","-312.3382772107917"
"461999","-340.0885089075815","-358.2301462851467","-311.65769420564186"
"462999","-338.40651869960124","-356.1323540502536","-320.25450660288334"
"463999","-336.501896292344","-354.6627650509281","-314.64185635745537"
"464999","-337.30809502465024","-354.3664616346354","-323.2658700769144"
"465999","-334.4520186374586","-352.8360524314147","-317.2549080016714"
"466999","-332.8562647548815","-358.5431047690412","-313.5383656471968"
"467999","-340.6622746328514","-362.240328643471","-319.90612066288793"
"468999","-336.22401428520686","-358.09380625809234","-313.92894389728707"
"469999","-342.13371537476775","-361.9819623579581","-326.3377887407937"
"470999","-334.5987868234515","-357.8810605853794","-311.4557119434081"
"471999","-334.78949836455286","-357.3663743895789","-317.2420056313278"
"472999","-337.7359043747184","-362.51780415698875","-313.46807172894484"
"473999","-336.00233613376815","-359.38757596785825","-312.3646992767849"
"474999","-339.5016189297041","-354.17032301425934","-318.2354832192261"
"475999","-338.73979407716524","-357.4531732300911","-315.1698143295941"
"476999","-330.9736325378219","-360.0169107429683","-307.72748643656575"
"477999","-402.802426516016","-702.2903991738947","-309.82818301518734"
"478999","-333.03539429176595","-356.0665406857928","-319.0512299919502"
"479999","-334.69951858321804","-362.49010614553987","-316.7174436996376"
"480999","-335.47815256870047","-362.3613684872785","-318.6809781718378"
"481999","-335.8510112844407","-366.1806937331954","-318.1625753305851"
"482999","-354.16468549072755","-414.333114395539","-313.60537705322116"
"483999","-335.11563840371844","-361.09035716454133","-312.2035046226034"
"484999","-334.89787474572665","-367.1050213103497","-306.4276179671289"
"485999","-335.49717313051235","-363.0818462148313","-314.2828896132608"
"486999","-335.3196375776082","-364.374686058611","-313.9872612357136"
"487999","-330.440746367971","-365.4191620610656","-305.3975742434459"
"488999","-335.0462441677845","-365.4126436424748","-313.5057276176908"
"489999","-332.06344385718296","-363.7427634994186","-316.1015305990973"
"490999","-335.90084660761033","-358.2337153963748","-310.7212887077279"
"491999","-337.3927266615131","-360.873943298434","-316.82100507865323"
"492999","-333.482338368396","-358.6706685995059","-310.25551260635274"
"493999","-335.63055713909364","-354.42050524552633","-318.0425621407727"
"494999","-336.38897929973893","-358.9047409004222","-318.7355143725873"
"495999","-331.8716246925295","-356.42076501001924","-310.84187198678694"
"496999","-336.82905799970064","-358.8536461368209","-316.6954879673822"
"497999","-332.9764615873496","-355.7804836481809","-303.33890090510266"
"498999","-334.21555930152545","-359.6809692258635","-312.2642326913776"
"499999","-333.0289615998668","-359.664036717266","-300.4723522613448"
